,name,path,cone
1446,25_50bb061eed6f0f4dd434430c115e9195a10dfa58baf23d7124ddb15fbda2f7d3723bb3818932f036506ec00a1ff2f451c885d8d1884f49d0e957187c8f1f5f4c_38.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/25_50bb061eed6f0f4dd434430c115e9195a10dfa58baf23d7124ddb15fbda2f7d3723bb3818932f036506ec00a1ff2f451c885d8d1884f49d0e957187c8f1f5f4c_38.jpg,"[[(133.0, 419.0), (138.95, 387.04), (135.0, 383.0), (138.0, 375.0), (152.63, 372.17), (172.33, 370.96), (182.0, 394.0), (194.85, 422.03), (198.87, 433.29), (166.3, 440.12), (144.58, 428.86), (128.1, 422.03)]]"
1449,262_431e3aec38bbfda00066031c566a40699afc1f51d33372caf4195bc7b76266296d36ec30b38ae1704a8e115638a5782f31e112d62aa992196615e2ff4ba8a20c_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/262_431e3aec38bbfda00066031c566a40699afc1f51d33372caf4195bc7b76266296d36ec30b38ae1704a8e115638a5782f31e112d62aa992196615e2ff4ba8a20c_0.jpg,"[[(323.65, 171.91), (345.19, 156.74), (361.34, 149.89), (360.85, 159.68), (351.06, 166.04), (328.06, 188.56)], [(314.0, 193.0), (319.5, 191.95), (318.66, 184.27), (318.66, 177.67), (316.02, 177.43), (315.18, 183.43), (313.0, 191.0)], [(308.0, 197.0), (315.0, 197.3), (313.9, 195.6), (312.8, 190.7), (312.5, 184.0), (312.1, 179.7), (308.9, 179.8), (309.2, 185.6), (308.0, 193.0), (307.6, 195.4)], [(303.0, 204.0), (309.15, 204.04), (308.75, 201.74), (307.45, 200.04), (306.85, 190.64), (306.85, 186.84), (306.25, 184.34), (303.85, 184.44), (303.45, 190.94), (302.65, 197.14), (302.65, 201.14)], [(300.17, 215.5), (304.13, 215.62), (303.77, 208.3), (301.49, 194.26), (300.17, 193.9), (298.85, 200.26), (297.94, 206.08)], [(289.0, 230.0), (302.26, 229.93), (302.09, 226.82), (300.0, 218.0), (297.94, 206.08), (297.08, 204.01), (294.83, 204.01), (292.58, 216.28), (291.0, 225.0), (290.0, 227.0)], [(273.36, 242.14), (273.74, 225.07), (279.95, 225.65), (279.17, 237.87)], [(217.93, 297.59), (229.11, 297.85), (232.34, 293.14), (236.52, 286.14), (238.4, 283.31), (236.11, 275.77), (233.15, 266.48), (232.61, 259.07), (232.07, 256.11), (224.4, 256.11), (224.26, 268.9), (225.0, 280.0), (223.19, 291.39), (217.13, 292.6)], [(11.09, 440.52), (20.74, 445.35), (30.79, 448.56), (36.02, 448.56), (45.67, 441.73), (52.51, 436.1), (51.7, 431.68), (47.68, 426.05), (39.24, 423.63), (35.22, 418.41), (32.0, 409.56), (24.36, 389.86), (17.12, 375.38), (13.1, 370.16), (9.48, 370.16), (9.08, 378.2), (11.09, 395.49), (14.71, 414.79), (17.12, 423.23), (15.0, 431.0), (11.09, 435.7)], [(138.14, 352.8), (147.64, 357.45), (154.24, 358.62), (161.22, 356.48), (169.0, 352.0), (172.0, 349.0), (172.0, 346.0), (166.65, 343.88), (160.64, 343.3), (158.0, 329.0), (154.82, 315.96), (151.91, 305.1), (150.0, 297.0), (144.0, 297.0), (144.15, 312.85), (143.77, 328.37), (143.0, 342.0), (142.0, 347.0), (137.95, 348.34), (136.59, 350.86)]]"
1450,263_431e3aec38bbfda00066031c566a40699afc1f51d33372caf4195bc7b76266296d36ec30b38ae1704a8e115638a5782f31e112d62aa992196615e2ff4ba8a20c_108.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/263_431e3aec38bbfda00066031c566a40699afc1f51d33372caf4195bc7b76266296d36ec30b38ae1704a8e115638a5782f31e112d62aa992196615e2ff4ba8a20c_108.jpg,"[[(291.0, 220.0), (297.42, 220.42), (296.64, 202.19), (296.06, 193.08), (292.38, 192.88), (291.21, 206.07)], [(107.87, 406.18), (107.17, 392.45), (107.17, 377.1), (106.24, 363.14), (112.06, 362.44), (118.34, 376.17), (124.16, 390.83), (130.21, 406.88), (131.61, 418.75), (121.81, 422.07), (117.18, 413.16), (109.04, 406.88)], [(149.45, 374.74), (160.27, 379.42), (168.84, 381.69), (179.18, 378.78), (189.36, 372.8), (189.84, 370.37), (177.24, 366.66), (175.14, 346.3), (171.58, 335.96), (167.06, 330.14), (164.64, 322.06), (163.83, 316.73), (157.69, 316.08), (158.82, 338.7), (159.79, 361.81), (159.79, 367.3), (148.64, 369.89)], [(193.55, 326.29), (208.35, 326.57), (218.68, 327.69), (225.38, 322.39), (225.94, 318.48), (217.28, 315.68), (216.45, 301.44), (213.1, 293.07), (208.63, 275.2), (203.32, 274.92), (201.09, 289.16), (199.97, 305.07), (199.13, 319.04), (193.55, 324.62)], [(224.81, 296.04), (234.99, 295.72), (243.72, 295.56), (246.14, 293.46), (248.57, 289.09), (242.75, 287.32), (240.65, 282.79), (239.36, 270.67), (238.71, 265.66), (236.45, 264.53), (235.64, 252.57), (235.64, 250.47), (232.08, 250.15), (229.98, 252.9), (228.69, 271.16), (227.08, 287.64), (224.17, 292.16)], [(254.72, 268.9), (262.4, 269.36), (261.01, 263.31), (259.61, 234.92), (259.38, 221.43), (256.12, 220.96), (255.19, 241.9), (253.79, 265.17)], [(263.74, 257.7), (272.3, 258.83), (272.47, 255.76), (269.07, 255.11), (268.59, 236.85), (268.43, 217.95), (268.43, 213.58), (264.23, 213.58), (264.39, 233.46), (264.87, 254.46), (263.09, 256.24)], [(270.2, 251.56), (276.67, 251.88), (280.22, 250.59), (281.03, 247.68), (277.31, 243.64), (275.86, 232.0), (275.21, 217.78), (270.53, 216.98), (268.91, 228.13), (268.59, 236.85), (269.07, 251.72)], [(277.0, 244.0), (281.0, 247.0), (289.0, 244.0), (285.56, 240.24), (283.94, 228.61), (283.45, 217.46), (282.32, 213.58), (278.77, 213.58), (277.48, 223.6), (275.86, 232.0)], [(287.34, 220.42), (297.42, 220.42), (299.16, 225.85), (298.19, 230.69), (297.23, 231.66), (296.64, 236.12), (285.2, 235.35), (283.94, 228.61), (286.37, 221.39)], [(299.0, 220.0), (303.0, 220.0), (302.07, 210.33), (301.88, 189.59), (298.97, 189.39), (298.97, 208.4)], [(305.58, 183.82), (325.97, 171.92), (350.44, 157.64), (351.8, 172.26), (334.47, 186.2), (307.61, 211.69)]]"
1451,264_431e3aec38bbfda00066031c566a40699afc1f51d33372caf4195bc7b76266296d36ec30b38ae1704a8e115638a5782f31e112d62aa992196615e2ff4ba8a20c_23.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/264_431e3aec38bbfda00066031c566a40699afc1f51d33372caf4195bc7b76266296d36ec30b38ae1704a8e115638a5782f31e112d62aa992196615e2ff4ba8a20c_23.jpg,"[[(316.01, 207.92), (312.27, 186.16), (312.95, 180.38), (327.91, 179.36), (337.42, 169.17), (348.64, 162.71), (373.46, 151.83), (374.14, 156.25), (349.66, 174.27), (337.76, 184.46), (326.55, 204.52)], [(67.38, 232.44), (76.23, 232.84), (71.0, 211.53), (67.38, 211.13)], [(55.32, 231.64), (65.37, 231.64), (60.95, 221.99), (59.74, 209.52), (55.32, 210.73)], [(43.26, 232.04), (54.52, 231.23), (49.29, 224.4), (47.28, 212.74), (42.85, 213.94)], [(5.06, 255.76), (18.33, 252.95), (12.3, 244.5), (10.69, 226.41), (4.66, 226.81), (5.86, 244.5)], [(299.84, 218.58), (308.0, 218.0), (307.0, 209.0), (305.66, 196.86), (301.98, 197.25), (299.0, 203.0), (299.0, 208.0)], [(286.46, 228.85), (302.75, 229.05), (300.42, 224.01), (297.13, 222.65), (294.8, 203.84), (291.5, 203.64), (289.76, 219.16), (286.46, 219.16)], [(272.0, 243.0), (280.0, 245.0), (288.4, 243.57), (288.01, 239.89), (285.11, 238.53), (284.52, 222.82), (282.59, 215.65), (280.26, 212.35), (277.35, 212.54), (275.99, 226.12), (273.08, 238.53)], [(254.0, 274.0), (267.38, 274.83), (277.0, 272.0), (277.0, 269.0), (271.0, 267.0), (267.85, 253.65), (265.29, 235.04), (260.87, 234.81), (258.07, 253.42), (256.21, 265.99), (251.79, 268.55)], [(228.0, 323.0), (256.66, 321.72), (256.93, 311.11), (251.07, 309.99), (246.32, 291.28), (242.41, 272.29), (238.51, 272.01), (235.99, 297.14), (233.48, 310.27), (229.01, 311.38)], [(201.0, 375.0), (232.69, 371.82), (235.21, 361.55), (227.26, 358.83), (215.82, 337.31), (208.0, 315.0), (200.0, 312.0), (202.64, 357.86), (202.0, 363.0)], [(140.24, 414.79), (141.21, 384.39), (149.0, 384.0), (156.0, 409.0)]]"
1452,265_431e3aec38bbfda00066031c566a40699afc1f51d33372caf4195bc7b76266296d36ec30b38ae1704a8e115638a5782f31e112d62aa992196615e2ff4ba8a20c_62.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/265_431e3aec38bbfda00066031c566a40699afc1f51d33372caf4195bc7b76266296d36ec30b38ae1704a8e115638a5782f31e112d62aa992196615e2ff4ba8a20c_62.jpg,"[[(291.88, 198.4), (306.04, 180.55), (325.3, 170.07), (331.53, 162.43), (350.51, 154.49), (350.79, 164.41), (327.85, 183.39), (305.76, 203.5), (293.29, 218.79), (290.46, 202.08)], [(162.0, 399.0), (188.41, 395.15), (195.78, 381.42), (189.08, 377.06), (181.38, 350.25), (175.01, 336.18), (166.63, 335.51), (164.62, 372.03), (160.27, 382.76)], [(207.0, 342.0), (235.1, 339.73), (236.5, 332.47), (230.07, 329.95), (223.37, 304.26), (220.02, 288.35), (215.83, 283.6), (212.48, 283.6), (208.85, 314.32), (207.46, 335.82)], [(222.74, 291.19), (248.53, 291.0), (248.15, 283.83), (242.14, 281.69), (237.09, 253.77), (235.54, 247.57), (232.05, 247.57), (230.31, 265.4), (228.56, 279.17), (227.59, 283.63), (224.68, 284.02)], [(216.6, 275.24), (229.17, 275.8), (230.41, 263.68), (228.05, 252.23), (226.14, 236.3), (219.52, 236.75), (217.5, 254.59), (215.93, 267.38), (215.48, 272.32), (213.57, 273.44)], [(271.59, 233.13), (281.6, 233.83), (284.86, 230.34), (282.3, 229.17), (279.74, 205.21), (275.08, 204.97), (273.46, 220.57)], [(281.72, 223.61), (292.72, 223.61), (294.18, 220.46), (292.05, 219.68), (289.58, 204.64), (288.57, 198.92), (284.75, 198.92), (283.41, 211.71)], [(228.29, 232.33), (242.81, 232.33), (240.57, 249.09), (235.82, 247.69), (230.8, 250.76), (227.73, 250.76), (225.77, 237.36)]]"
1454,267_521d898ddf95e6e0d27ae0ab902eea0893b6666194f3d327e5439c58e9fc759f0d3c735b0d6857e818ba0bb26e0b8f5829c91342f0037e46c77a512d7b301576_42.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/267_521d898ddf95e6e0d27ae0ab902eea0893b6666194f3d327e5439c58e9fc759f0d3c735b0d6857e818ba0bb26e0b8f5829c91342f0037e46c77a512d7b301576_42.jpg,"[[(461.33, 313.9), (466.08, 322.83), (486.18, 323.11), (483.39, 316.13), (480.04, 294.63), (475.57, 272.85), (469.71, 272.01), (466.08, 290.44), (463.84, 310.83)], [(338.0, 284.0), (356.0, 284.0), (355.0, 274.0), (353.61, 272.0), (352.26, 244.66), (351.48, 232.25), (345.0, 232.0), (343.0, 253.0), (341.0, 275.0), (340.62, 279.37), (337.33, 279.75)], [(257.65, 255.12), (270.56, 253.55), (271.9, 240.75), (271.01, 229.31), (264.39, 216.29), (261.58, 216.07), (260.01, 229.64), (255.97, 234.36)], [(216.25, 241.97), (224.63, 240.01), (219.88, 202.04), (215.13, 201.2)], [(191.4, 234.15), (210.95, 232.19), (210.0, 194.0), (197.51, 196.17)]]"
1455,268_521d898ddf95e6e0d27ae0ab902eea0893b6666194f3d327e5439c58e9fc759f0d3c735b0d6857e818ba0bb26e0b8f5829c91342f0037e46c77a512d7b301576_47.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/268_521d898ddf95e6e0d27ae0ab902eea0893b6666194f3d327e5439c58e9fc759f0d3c735b0d6857e818ba0bb26e0b8f5829c91342f0037e46c77a512d7b301576_47.jpg,"[[(265.02, 274.23), (274.67, 279.54), (289.14, 274.72), (279.98, 268.93), (277.08, 239.06), (270.33, 238.09)], [(218.63, 271.92), (231.43, 274.71), (237.71, 267.73), (228.17, 230.27), (222.59, 230.27)]]"
1456,269_d1f083235bce811f5b442b15f40404bf40df4720e158ea46066ff591675002adc670443aa4fb4343857bd293aaf9799a3a9c47d1726449d410e4e4422d57c3d6_105.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/269_d1f083235bce811f5b442b15f40404bf40df4720e158ea46066ff591675002adc670443aa4fb4343857bd293aaf9799a3a9c47d1726449d410e4e4422d57c3d6_105.jpg,"[[(374.07, 163.95), (381.05, 164.42), (379.42, 155.11), (376.17, 154.88)], [(466.0, 192.0), (473.45, 191.78), (471.13, 177.35), (468.1, 176.66)]]"
1457,26_9613c171629f1843f367d28e3f9924fe8a57f02a458d628e2079575c6d90fc2f19d54b0c58107dd568227012157b351737d144ee664e416fc73ade8a60d58adb_23.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/26_9613c171629f1843f367d28e3f9924fe8a57f02a458d628e2079575c6d90fc2f19d54b0c58107dd568227012157b351737d144ee664e416fc73ade8a60d58adb_23.jpg,"[[(293.44, 247.13), (292.47, 248.74), (294.09, 250.52), (298.13, 249.88), (300.39, 250.04), (297.48, 246.81), (297.48, 236.46), (296.67, 224.67), (294.09, 224.51), (294.0, 237.0)], [(281.13, 231.97), (284.9, 232.1), (285.57, 231.43), (283.42, 228.73), (283.28, 219.71), (283.28, 216.08), (281.94, 216.08), (281.8, 226.31), (281.67, 229.95), (280.46, 230.62)]]"
1458,270_99429dadeb2ffa409954a0f543c741548d9e32e3f6728d215272e865be8dc4791f8591886d121d6b8852d8bf7dab5d447d5eb008a94879d6a912be9e27051203_117.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/270_99429dadeb2ffa409954a0f543c741548d9e32e3f6728d215272e865be8dc4791f8591886d121d6b8852d8bf7dab5d447d5eb008a94879d6a912be9e27051203_117.jpg,"[[(435.03, 277.88), (451.45, 278.55), (450.44, 275.53), (448.77, 274.53), (447.76, 261.12), (445.75, 247.05), (443.07, 247.05), (440.39, 261.46), (438.0, 273.0), (435.0, 274.0)], [(382.53, 217.9), (389.12, 217.7), (388.15, 214.6), (386.99, 204.32), (383.69, 203.55)], [(368.86, 200.38), (373.06, 200.38), (371.66, 191.88), (369.76, 192.18)]]"
1459,271_99429dadeb2ffa409954a0f543c741548d9e32e3f6728d215272e865be8dc4791f8591886d121d6b8852d8bf7dab5d447d5eb008a94879d6a912be9e27051203_3.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/271_99429dadeb2ffa409954a0f543c741548d9e32e3f6728d215272e865be8dc4791f8591886d121d6b8852d8bf7dab5d447d5eb008a94879d6a912be9e27051203_3.jpg,"[[(520.0, 306.0), (540.0, 308.0), (543.0, 302.0), (539.0, 300.0), (536.22, 268.43), (532.2, 268.03), (525.0, 300.0)], [(402.0, 219.0), (408.7, 219.47), (407.07, 203.42), (404.74, 203.42)]]"
1460,272_99429dadeb2ffa409954a0f543c741548d9e32e3f6728d215272e865be8dc4791f8591886d121d6b8852d8bf7dab5d447d5eb008a94879d6a912be9e27051203_47.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/272_99429dadeb2ffa409954a0f543c741548d9e32e3f6728d215272e865be8dc4791f8591886d121d6b8852d8bf7dab5d447d5eb008a94879d6a912be9e27051203_47.jpg,"[[(498.83, 339.61), (506.65, 349.95), (527.0, 347.0), (527.03, 339.89), (524.24, 338.53), (522.29, 313.65), (520.61, 297.73), (515.86, 297.73), (513.63, 312.81), (505.0, 337.0)], [(369.18, 206.09), (374.68, 205.64), (370.64, 194.42), (368.62, 194.42), (368.62, 203.17), (367.05, 204.29)], [(384.0, 223.0), (393.39, 223.71), (390.09, 207.62), (387.18, 207.43), (384.66, 219.06)]]"
1461,273_99429dadeb2ffa409954a0f543c741548d9e32e3f6728d215272e865be8dc4791f8591886d121d6b8852d8bf7dab5d447d5eb008a94879d6a912be9e27051203_66.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/273_99429dadeb2ffa409954a0f543c741548d9e32e3f6728d215272e865be8dc4791f8591886d121d6b8852d8bf7dab5d447d5eb008a94879d6a912be9e27051203_66.jpg,"[[(377.5, 204.2), (381.29, 203.9), (380.79, 202.7), (378.9, 195.6), (377.79, 195.8)], [(520.46, 355.44), (525.77, 365.09), (552.79, 362.2), (545.55, 354.48), (545.55, 312.5), (544.58, 310.08), (541.21, 308.15), (533.49, 334.69), (530.11, 352.06)], [(394.55, 226.04), (403.08, 225.65), (401.53, 224.1), (399.98, 209.17), (397.84, 208.98), (396.29, 219.25), (395.91, 223.13)]]"
1462,274_99429dadeb2ffa409954a0f543c741548d9e32e3f6728d215272e865be8dc4791f8591886d121d6b8852d8bf7dab5d447d5eb008a94879d6a912be9e27051203_87.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/274_99429dadeb2ffa409954a0f543c741548d9e32e3f6728d215272e865be8dc4791f8591886d121d6b8852d8bf7dab5d447d5eb008a94879d6a912be9e27051203_87.jpg,"[[(401.03, 225.81), (408.59, 225.81), (407.04, 209.33), (404.52, 209.71)], [(510.69, 324.84), (517.52, 332.88), (539.24, 328.86), (539.24, 326.05), (533.61, 323.63), (533.0, 291.0), (532.8, 285.44), (528.38, 285.03), (522.0, 306.0), (517.0, 324.0)]]"
1466,278_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_42.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/278_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_42.jpg,"[[(391.67, 199.84), (459.02, 203.52), (456.34, 247.42), (390.66, 246.41)], [(307.37, 237.91), (314.74, 238.49), (316.29, 221.43), (312.99, 220.84)], [(316.87, 238.3), (324.24, 239.07), (325.79, 220.46), (323.07, 219.68)]]"
1467,279_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/279_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_46.jpg,"[[(111.0, 318.0), (129.0, 322.0), (127.6, 266.91), (124.7, 266.91)], [(126.0, 324.0), (130.49, 298.18), (135.71, 273.86), (140.92, 274.44), (142.65, 327.71)]]"
1468,27_9613c171629f1843f367d28e3f9924fe8a57f02a458d628e2079575c6d90fc2f19d54b0c58107dd568227012157b351737d144ee664e416fc73ade8a60d58adb_37.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/27_9613c171629f1843f367d28e3f9924fe8a57f02a458d628e2079575c6d90fc2f19d54b0c58107dd568227012157b351737d144ee664e416fc73ade8a60d58adb_37.jpg,"[[(655.28, 286.11), (652.02, 286.58), (652.02, 288.67), (657.61, 290.3), (662.73, 289.6), (663.19, 287.51), (659.47, 286.11), (659.7, 268.2), (657.37, 268.2)], [(679.71, 292.4), (676.0, 293.0), (676.0, 296.0), (681.81, 296.82), (686.69, 296.12), (687.16, 294.03), (684.0, 293.0), (686.0, 274.0), (682.04, 273.32)], [(700.0, 297.0), (699.0, 299.0), (700.0, 301.0), (706.47, 301.94), (708.57, 300.31), (705.54, 297.05), (707.4, 280.76), (704.0, 280.0)], [(479.87, 412.24), (507.08, 435.4), (534.3, 425.56), (514.61, 408.77), (518.0, 357.0), (519.24, 322.49), (513.0, 322.0), (506.5, 354.92), (503.03, 383.29), (499.56, 401.24), (479.29, 410.5)], [(615.37, 279.37), (621.19, 281.0), (623.98, 280.53), (622.12, 277.74), (622.35, 260.75), (620.26, 260.52)], [(312.59, 259.24), (322.13, 258.77), (317.71, 255.52), (317.02, 237.37), (314.46, 237.13)], [(293.13, 239.61), (295.85, 240.78), (297.79, 240.0), (297.01, 223.33), (294.49, 222.94)]]"
1471,282_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_48.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/282_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_48.jpg,"[[(314.51, 206.38), (315.86, 206.52), (316.13, 204.5), (316.53, 201.4), (317.0, 197.0), (319.0, 197.0), (322.0, 197.0), (323.0, 200.99), (323.0, 203.96), (323.27, 206.52), (324.48, 206.65), (322.86, 208.4), (317.21, 208.27)], [(342.99, 211.32), (345.31, 209.01), (344.73, 199.74), (352.83, 199.17), (353.99, 209.59), (356.89, 211.9), (347.62, 214.8)], [(381.21, 229.85), (384.1, 226.38), (383.52, 206.11), (391.63, 205.53), (394.52, 220.01), (397.42, 228.12), (392.21, 230.43)], [(249.77, 242.59), (253.0, 240.0), (254.4, 214.8), (265.0, 215.0), (267.0, 241.0), (271.19, 243.75), (256.14, 246.07)], [(451.85, 293.54), (459.95, 291.81), (460.53, 285.44), (464.58, 247.22), (475.59, 244.91), (484.85, 246.64), (487.17, 290.07), (494.11, 292.39), (491.22, 298.18), (475.59, 299.91), (461.69, 297.6)], [(554.33, 378.08), (563.0, 373.0), (581.54, 302.23), (605.86, 296.44), (612.23, 303.39), (605.86, 378.66), (613.97, 379.24), (605.86, 393.71), (565.91, 392.55)], [(198.0, 299.0), (208.08, 292.39), (209.24, 243.75), (230.66, 243.75), (236.0, 288.0), (246.0, 293.0), (236.0, 302.0)]]"
1472,283_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_58.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/283_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_58.jpg,"[[(316.09, 238.88), (322.69, 218.91), (325.4, 218.91), (324.24, 238.88)], [(307.56, 238.3), (313.38, 220.07), (316.29, 219.68), (315.9, 237.91)], [(394.52, 207.85), (394.52, 200.9), (458.79, 203.8), (459.37, 211.9), (446.06, 211.9), (446.63, 218.27), (455.9, 217.69), (455.9, 226.38), (446.63, 226.38), (446.06, 231.59), (453.58, 232.75), (455.32, 237.38), (388.73, 235.64), (388.73, 231.01), (403.21, 230.43), (403.21, 223.48), (392.21, 220.59), (391.63, 215.38), (404.95, 214.22), (404.37, 207.85)]]"
1473,284_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_62.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/284_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_62.jpg,"[[(113.12, 317.28), (127.0, 267.0), (127.6, 319.6)], [(124.7, 323.07), (136.28, 272.7), (139.76, 273.28), (142.07, 324.81)]]"
1474,285_c5d388bd9006337c21332c4f87ee545b579dd93e758cf5ea281af6eac6693f1a0d690d5cb8b60c3b58ee846ad6f94e24a64e78577e477738ba62cc5671145601_20.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/285_c5d388bd9006337c21332c4f87ee545b579dd93e758cf5ea281af6eac6693f1a0d690d5cb8b60c3b58ee846ad6f94e24a64e78577e477738ba62cc5671145601_20.jpg,"[[(607.83, 177.74), (608.41, 238.54), (613.04, 235.64), (610.73, 179.48)], [(612.46, 176.58), (612.46, 224.06), (615.94, 224.64), (616.52, 176.58)], [(621.15, 187.01), (618.83, 210.17), (615.94, 247.22), (626.36, 247.8), (625.2, 209.01), (625.2, 188.16)], [(219.83, 200.4), (223.73, 199.4), (224.53, 178.8), (226.83, 177.5), (227.83, 199.7), (231.03, 199.7), (231.03, 201.0), (226.83, 202.4), (221.13, 202.5)]]"
1475,286_7be82e27b264fdc9f28151393f8bff98d06048364edb9c1bb6e9ae1d1be83bdae147ec0d9f7a1f20b30415f6c54780852e8c5e55774c625bb4b1309883d57a19_13.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/286_7be82e27b264fdc9f28151393f8bff98d06048364edb9c1bb6e9ae1d1be83bdae147ec0d9f7a1f20b30415f6c54780852e8c5e55774c625bb4b1309883d57a19_13.jpg,"[[(23.44, 186.15), (23.0, 166.0), (22.0, 155.0), (28.0, 155.0), (33.22, 185.03)], [(153.28, 183.64), (163.9, 183.64), (158.31, 153.76)]]"
1477,288_7be82e27b264fdc9f28151393f8bff98d06048364edb9c1bb6e9ae1d1be83bdae147ec0d9f7a1f20b30415f6c54780852e8c5e55774c625bb4b1309883d57a19_20.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/288_7be82e27b264fdc9f28151393f8bff98d06048364edb9c1bb6e9ae1d1be83bdae147ec0d9f7a1f20b30415f6c54780852e8c5e55774c625bb4b1309883d57a19_20.jpg,"[[(706.22, 241.13), (711.85, 236.3), (716.68, 189.26), (721.91, 188.85), (726.33, 238.71), (733.57, 241.93), (720.3, 245.55)]]"
1478,289_7be82e27b264fdc9f28151393f8bff98d06048364edb9c1bb6e9ae1d1be83bdae147ec0d9f7a1f20b30415f6c54780852e8c5e55774c625bb4b1309883d57a19_36.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/289_7be82e27b264fdc9f28151393f8bff98d06048364edb9c1bb6e9ae1d1be83bdae147ec0d9f7a1f20b30415f6c54780852e8c5e55774c625bb4b1309883d57a19_36.jpg,"[[(400.99, 135.51), (398.58, 125.86), (408.23, 124.9), (410.16, 135.51)], [(353.7, 139.86), (353.7, 128.28), (363.84, 128.76), (363.84, 138.41)], [(314.0, 141.0), (314.14, 127.31), (326.2, 128.76), (324.75, 141.79)], [(282.29, 144.2), (280.84, 135.03), (291.46, 134.07), (295.0, 144.0)]]"
1479,28_058a0988d8e10e28bfe9cd8b451e0feb1ea927236a0771e7a96e2b2925e1b88430e7f459e01157c9e578a6be416c7146672047bcdd12586c899a97e05846ac56_2.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/28_058a0988d8e10e28bfe9cd8b451e0feb1ea927236a0771e7a96e2b2925e1b88430e7f459e01157c9e578a6be416c7146672047bcdd12586c899a97e05846ac56_2.jpg,"[[(621.61, 313.58), (623.93, 311.84), (631.45, 269.57), (632.61, 311.26), (632.61, 316.47)], [(636.09, 302.0), (634.93, 287.52), (640.72, 261.47), (641.88, 292.73), (640.14, 301.42)]]"
