,name,path,sign
1585,391_db829429e1480d730d72e0bc82c19955d7939c05a411bda7e46724716dcdc46a569aa3b2222025494b39448bd5f5bd2d6885d1ced72d00366d0c4c0e9859dd13_63.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/391_db829429e1480d730d72e0bc82c19955d7939c05a411bda7e46724716dcdc46a569aa3b2222025494b39448bd5f5bd2d6885d1ced72d00366d0c4c0e9859dd13_63.jpg,"[[(58.0, 194.0), (69.34, 210.03), (58.71, 227.65), (47.0, 213.0)], [(497.18, 173.34), (513.28, 192.17), (498.0, 212.0), (478.04, 192.78)]]"
1586,392_db829429e1480d730d72e0bc82c19955d7939c05a411bda7e46724716dcdc46a569aa3b2222025494b39448bd5f5bd2d6885d1ced72d00366d0c4c0e9859dd13_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/392_db829429e1480d730d72e0bc82c19955d7939c05a411bda7e46724716dcdc46a569aa3b2222025494b39448bd5f5bd2d6885d1ced72d00366d0c4c0e9859dd13_77.jpg,"[[(411.0, 193.0), (425.0, 192.0), (426.0, 200.0), (411.0, 201.0)], [(194.36, 200.01), (207.55, 199.51), (207.0, 208.0), (193.86, 207.97)]]"
1597,402_191f6d17e967eb4a81e58834a3a14a84c3a846022eb053f87ff5ae265eea99e158abf5e5e6f389e946746d3d9bd62ec1f3f563da1141fffd8c68fe5f17e09b02_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/402_191f6d17e967eb4a81e58834a3a14a84c3a846022eb053f87ff5ae265eea99e158abf5e5e6f389e946746d3d9bd62ec1f3f563da1141fffd8c68fe5f17e09b02_0.jpg,"[[(372.0, 209.0), (378.0, 209.0), (378.46, 217.08), (371.96, 216.87)]]"
1601,406_27ac960f4f60b928878eb489ec3cf5cdc49c9788895b33f88ab41c49425f933fe6bb9c3db1ceb267c8a427de85e53bcf6512f20101cc4f46beff19ba31a3024d_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/406_27ac960f4f60b928878eb489ec3cf5cdc49c9788895b33f88ab41c49425f933fe6bb9c3db1ceb267c8a427de85e53bcf6512f20101cc4f46beff19ba31a3024d_16.jpg,"[[(548.0, 59.0), (558.0, 61.0), (557.69, 65.76), (548.0, 64.0)], [(599.87, 56.7), (628.0, 65.0), (645.0, 71.0), (647.0, 107.0), (602.0, 95.0)]]"
1603,408_27ac960f4f60b928878eb489ec3cf5cdc49c9788895b33f88ab41c49425f933fe6bb9c3db1ceb267c8a427de85e53bcf6512f20101cc4f46beff19ba31a3024d_54.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/408_27ac960f4f60b928878eb489ec3cf5cdc49c9788895b33f88ab41c49425f933fe6bb9c3db1ceb267c8a427de85e53bcf6512f20101cc4f46beff19ba31a3024d_54.jpg,"[[(429.0, 73.0), (440.0, 85.0), (429.0, 93.0), (417.11, 83.92)], [(201.0, 90.0), (213.0, 102.0), (200.0, 116.0), (188.0, 106.0)]]"
1604,409_27ac960f4f60b928878eb489ec3cf5cdc49c9788895b33f88ab41c49425f933fe6bb9c3db1ceb267c8a427de85e53bcf6512f20101cc4f46beff19ba31a3024d_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/409_27ac960f4f60b928878eb489ec3cf5cdc49c9788895b33f88ab41c49425f933fe6bb9c3db1ceb267c8a427de85e53bcf6512f20101cc4f46beff19ba31a3024d_7.jpg,"[[(429.9, 65.66), (450.66, 65.66), (450.9, 78.38), (430.0, 79.0)]]"
1617,423_dc62ffc85b87aeaf6919278a5b416a57dc5e05934def9fb8581e95d2812c90367c7847356b6d0834f45ae4cd98f7bf7b36973e2f2a51a712cd4d4a45b6aed8d5_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/423_dc62ffc85b87aeaf6919278a5b416a57dc5e05934def9fb8581e95d2812c90367c7847356b6d0834f45ae4cd98f7bf7b36973e2f2a51a712cd4d4a45b6aed8d5_77.jpg,"[[(603.0, 203.0), (617.0, 203.0), (618.0, 222.0), (603.0, 222.0)], [(399.8, 202.84), (412.59, 203.13), (412.59, 220.19), (399.0, 220.0)]]"
1618,424_62cdf093d7901a7ccb87680830b744d06478cf34f9954919a4bb6a2b4a2d08093d56d14553999071510c35729426365e49550c26bfca813ac12c695b703c5caf_1.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/424_62cdf093d7901a7ccb87680830b744d06478cf34f9954919a4bb6a2b4a2d08093d56d14553999071510c35729426365e49550c26bfca813ac12c695b703c5caf_1.jpg,"[[(426.0, 201.81), (430.32, 201.57), (430.68, 207.09), (425.88, 207.21)]]"
1625,430_7051c02bdb485734970cb532e77db687839e278d3e079692dab735de3f1c29a52aa5f3193790e8a25d8d651a45b7ae4369339fc8ab668d4ede007af4f8a04f18_2.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/430_7051c02bdb485734970cb532e77db687839e278d3e079692dab735de3f1c29a52aa5f3193790e8a25d8d651a45b7ae4369339fc8ab668d4ede007af4f8a04f18_2.jpg,"[[(142.87, 188.9), (163.25, 208.43), (143.72, 237.3), (123.33, 217.77)], [(880.0, 166.0), (901.0, 192.0), (883.0, 219.0), (861.55, 188.64)]]"
1626,431_7051c02bdb485734970cb532e77db687839e278d3e079692dab735de3f1c29a52aa5f3193790e8a25d8d651a45b7ae4369339fc8ab668d4ede007af4f8a04f18_32.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/431_7051c02bdb485734970cb532e77db687839e278d3e079692dab735de3f1c29a52aa5f3193790e8a25d8d651a45b7ae4369339fc8ab668d4ede007af4f8a04f18_32.jpg,"[[(457.0, 186.0), (464.0, 186.0), (464.0, 192.0), (457.0, 192.0)], [(592.0, 185.0), (600.0, 185.0), (600.0, 192.0), (592.0, 192.0)]]"
1627,432_7051c02bdb485734970cb532e77db687839e278d3e079692dab735de3f1c29a52aa5f3193790e8a25d8d651a45b7ae4369339fc8ab668d4ede007af4f8a04f18_44.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/432_7051c02bdb485734970cb532e77db687839e278d3e079692dab735de3f1c29a52aa5f3193790e8a25d8d651a45b7ae4369339fc8ab668d4ede007af4f8a04f18_44.jpg,"[[(727.0, 178.0), (738.0, 190.0), (726.0, 201.0), (716.0, 188.0)], [(373.0, 177.0), (384.91, 186.59), (373.0, 201.0), (361.06, 190.11)]]"
1628,433_7051c02bdb485734970cb532e77db687839e278d3e079692dab735de3f1c29a52aa5f3193790e8a25d8d651a45b7ae4369339fc8ab668d4ede007af4f8a04f18_60.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/433_7051c02bdb485734970cb532e77db687839e278d3e079692dab735de3f1c29a52aa5f3193790e8a25d8d651a45b7ae4369339fc8ab668d4ede007af4f8a04f18_60.jpg,"[[(652.95, 219.02), (652.18, 241.12), (688.96, 240.19), (688.39, 218.26)]]"
1634,439_408826f089cd34da8d1298facabea8379de8f4a8336b7183c0f371cf0323d1ca0b799bf77289e8e99c4eab3a638536952e329432a2df44620e71bb4cdacac5fb_2.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/439_408826f089cd34da8d1298facabea8379de8f4a8336b7183c0f371cf0323d1ca0b799bf77289e8e99c4eab3a638536952e329432a2df44620e71bb4cdacac5fb_2.jpg,"[[(346.33, 134.95), (358.0, 134.0), (358.0, 143.0), (346.0, 144.0)]]"
1635,43_3cd3f9a0e54b816158120ee80e500d627eebc72525ca30b7f461774b63dabc6106e0948e32197b66f238f8b6b17a54e4f07934d61ccc2553f872898dec452aae_2.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/43_3cd3f9a0e54b816158120ee80e500d627eebc72525ca30b7f461774b63dabc6106e0948e32197b66f238f8b6b17a54e4f07934d61ccc2553f872898dec452aae_2.jpg,"[[(213.83, 165.76), (225.2, 167.51), (236.13, 177.57), (235.26, 191.56), (224.0, 202.0), (210.76, 202.94), (201.58, 191.13), (201.58, 176.26)]]"
1636,440_408826f089cd34da8d1298facabea8379de8f4a8336b7183c0f371cf0323d1ca0b799bf77289e8e99c4eab3a638536952e329432a2df44620e71bb4cdacac5fb_24.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/440_408826f089cd34da8d1298facabea8379de8f4a8336b7183c0f371cf0323d1ca0b799bf77289e8e99c4eab3a638536952e329432a2df44620e71bb4cdacac5fb_24.jpg,"[[(644.45, 162.0), (641.0, 162.0), (641.38, 188.62), (681.99, 187.94), (682.0, 162.0)]]"
1638,442_6466da33177532905b7180f3cb2987ff3de76a32248038f27509418be61636e6ce658f45f6113eebb57ac8845bbe3042a5ef6212c5f927999bfd7046fe60f848_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/442_6466da33177532905b7180f3cb2987ff3de76a32248038f27509418be61636e6ce658f45f6113eebb57ac8845bbe3042a5ef6212c5f927999bfd7046fe60f848_16.jpg,"[[(588.0, 181.0), (592.0, 183.0), (592.34, 187.79), (589.42, 191.2), (585.77, 191.2), (583.09, 189.25), (582.6, 184.13), (584.0, 182.0)]]"
1639,443_6466da33177532905b7180f3cb2987ff3de76a32248038f27509418be61636e6ce658f45f6113eebb57ac8845bbe3042a5ef6212c5f927999bfd7046fe60f848_2.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/443_6466da33177532905b7180f3cb2987ff3de76a32248038f27509418be61636e6ce658f45f6113eebb57ac8845bbe3042a5ef6212c5f927999bfd7046fe60f848_2.jpg,"[[(495.94, 175.35), (509.38, 175.6), (510.13, 182.81), (496.0, 183.0)]]"
1641,445_81dd771cedfba83f33765aea9cb6a47043f1c850eb4f9e35d4d81502b654ae5cda8785e729e35d82428dcc65024512d543dda2434eccccd3481c614000aa05f9_109.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/445_81dd771cedfba83f33765aea9cb6a47043f1c850eb4f9e35d4d81502b654ae5cda8785e729e35d82428dcc65024512d543dda2434eccccd3481c614000aa05f9_109.jpg,"[[(320.0, 162.0), (349.0, 185.0), (325.52, 217.29), (293.0, 192.0)], [(910.7, 203.19), (909.27, 223.02), (933.0, 226.0), (933.87, 208.45), (931.0, 205.0)], [(925.0, 163.0), (946.0, 197.0), (935.08, 209.36), (932.11, 202.92), (908.0, 203.0), (898.0, 184.0)], [(488.0, 169.0), (492.0, 174.0), (489.11, 179.66), (484.33, 175.28)], [(385.0, 180.0), (391.0, 184.0), (387.6, 191.53), (381.0, 188.0)], [(212.17, 190.1), (220.19, 200.13), (215.0, 215.0), (206.0, 204.0)]]"
1651,454_e01917c4add3e8541bb793c9970f7ba095a1fdee7408adea569fcb26112bb1a584e512c55f4e124c2f20c4d051083f3fa933508b005debb28fbd7001b86a3e4c_32.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/454_e01917c4add3e8541bb793c9970f7ba095a1fdee7408adea569fcb26112bb1a584e512c55f4e124c2f20c4d051083f3fa933508b005debb28fbd7001b86a3e4c_32.jpg,"[[(671.0, 255.0), (718.76, 296.42), (679.45, 354.68), (628.54, 306.92)]]"
1655,458_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_18.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/458_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_18.jpg,"[[(407.0, 197.0), (416.0, 205.0), (409.09, 214.89), (399.34, 206.9)], [(440.0, 216.0), (461.34, 215.66), (460.68, 232.23), (439.87, 232.23)], [(488.63, 206.64), (515.42, 206.03), (516.43, 216.79), (509.13, 216.59), (508.52, 207.46), (494.72, 207.46), (494.0, 217.0), (488.63, 218.01)]]"
1656,459_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_23.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/459_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_23.jpg,"[[(595.0, 209.0), (627.0, 247.0), (600.25, 293.43), (562.88, 253.48)]]"
1658,460_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_28.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/460_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_28.jpg,"[[(446.0, 224.0), (445.71, 236.72), (455.01, 236.16), (454.16, 224.18)]]"
1659,461_45e5af2bc83e8dc8340095080f219f68765d16452b981892847ffcefc6bf16d7f0ac0d77fae3188670a7040d95d228d886255d439d3da5763b84e192bc27f591_23.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/461_45e5af2bc83e8dc8340095080f219f68765d16452b981892847ffcefc6bf16d7f0ac0d77fae3188670a7040d95d228d886255d439d3da5763b84e192bc27f591_23.jpg,"[[(492.86, 196.37), (494.61, 194.82), (500.04, 188.62), (505.46, 182.02), (510.7, 177.18), (511.86, 176.98), (513.03, 177.18), (522.14, 187.07), (529.51, 196.57), (530.87, 197.92), (530.29, 200.06), (524.08, 206.84), (515.94, 214.21), (513.22, 217.7), (511.67, 218.87), (510.51, 217.7)]]"
1661,463_45e5af2bc83e8dc8340095080f219f68765d16452b981892847ffcefc6bf16d7f0ac0d77fae3188670a7040d95d228d886255d439d3da5763b84e192bc27f591_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/463_45e5af2bc83e8dc8340095080f219f68765d16452b981892847ffcefc6bf16d7f0ac0d77fae3188670a7040d95d228d886255d439d3da5763b84e192bc27f591_7.jpg,"[[(91.91, 179.36), (91.24, 177.02), (91.24, 175.34), (99.0, 163.0), (105.0, 154.0), (107.32, 150.88), (108.33, 150.21), (111.01, 152.22), (119.0, 164.0), (122.74, 171.32), (123.41, 174.0), (122.0, 177.0), (117.0, 186.0), (110.67, 197.12), (107.32, 201.14), (103.0, 200.0)], [(405.06, 189.99), (409.77, 185.55), (410.85, 185.55), (413.81, 190.26), (414.35, 191.61), (411.25, 196.19), (409.0, 196.0)]]"
1662,464_45e5af2bc83e8dc8340095080f219f68765d16452b981892847ffcefc6bf16d7f0ac0d77fae3188670a7040d95d228d886255d439d3da5763b84e192bc27f591_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/464_45e5af2bc83e8dc8340095080f219f68765d16452b981892847ffcefc6bf16d7f0ac0d77fae3188670a7040d95d228d886255d439d3da5763b84e192bc27f591_77.jpg,"[[(414.16, 179.58), (421.43, 179.31), (421.97, 185.78), (414.03, 185.78)]]"
1670,471_452353d3ac59b3704b7cba87da774ed8d1166da212f94c56dfb45ff8ee5b097f5dcd235652fb7575a114f0a96ad988a362fc345c1a3dd16e7fba416eaf0b8902_31.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/471_452353d3ac59b3704b7cba87da774ed8d1166da212f94c56dfb45ff8ee5b097f5dcd235652fb7575a114f0a96ad988a362fc345c1a3dd16e7fba416eaf0b8902_31.jpg,"[[(392.81, 293.29), (402.0, 283.0), (406.21, 278.88), (409.9, 278.21), (414.92, 278.21), (423.97, 287.59), (428.33, 292.29), (430.34, 295.97), (430.0, 300.0), (427.0, 305.0), (422.0, 309.0), (414.47, 318.53), (401.64, 310.89), (397.0, 307.0), (392.0, 303.0)]]"
1673,474_19392d4025cd4944bd2240edf0b8e2dd4c27dfa523b3833799555c960ec5d0a5fb2b7e48bf49576f2d6ed99c3a9748e235a47d23540c7366c221153519e12589_110.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/474_19392d4025cd4944bd2240edf0b8e2dd4c27dfa523b3833799555c960ec5d0a5fb2b7e48bf49576f2d6ed99c3a9748e235a47d23540c7366c221153519e12589_110.jpg,"[[(374.0, 239.0), (384.08, 229.57), (391.29, 237.71), (387.0, 249.0), (382.0, 250.0)], [(469.0, 281.0), (468.2, 277.88), (469.54, 276.2), (487.0, 257.0), (499.03, 246.04), (501.71, 244.7), (505.06, 245.37), (519.47, 262.8), (532.53, 276.54), (533.2, 278.55), (532.53, 281.23), (518.0, 296.0), (504.0, 310.0), (501.0, 311.0), (499.0, 312.0)]]"
1674,475_19392d4025cd4944bd2240edf0b8e2dd4c27dfa523b3833799555c960ec5d0a5fb2b7e48bf49576f2d6ed99c3a9748e235a47d23540c7366c221153519e12589_24.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/475_19392d4025cd4944bd2240edf0b8e2dd4c27dfa523b3833799555c960ec5d0a5fb2b7e48bf49576f2d6ed99c3a9748e235a47d23540c7366c221153519e12589_24.jpg,"[[(373.75, 216.1), (383.98, 216.1), (383.52, 226.34), (373.51, 225.64)]]"
1677,478_19392d4025cd4944bd2240edf0b8e2dd4c27dfa523b3833799555c960ec5d0a5fb2b7e48bf49576f2d6ed99c3a9748e235a47d23540c7366c221153519e12589_90.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/478_19392d4025cd4944bd2240edf0b8e2dd4c27dfa523b3833799555c960ec5d0a5fb2b7e48bf49576f2d6ed99c3a9748e235a47d23540c7366c221153519e12589_90.jpg,"[[(364.3, 227.71), (371.98, 222.12), (379.66, 229.1), (371.0, 237.0)]]"
1678,479_4671db77cbd42f2571e3f0323c47f00c2ead46c5b95729c82e53a5f1a02d70725b1b7d795f850289caacbf13ec6b6e7c95ddc20870e0ca3bf04233dd7babf397_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/479_4671db77cbd42f2571e3f0323c47f00c2ead46c5b95729c82e53a5f1a02d70725b1b7d795f850289caacbf13ec6b6e7c95ddc20870e0ca3bf04233dd7babf397_34.jpg,"[[(79.0, 190.0), (98.0, 167.0), (116.0, 188.0), (96.0, 210.0)]]"
1691,490_2b22cbaf13bd0bd6346b3470e3cd42c1b4e5e4bb1d465b38f38738fa9d2d291cbf2300dd9fdf1cebc7172da14bbcc5517057dbf1599698c9fd7dbf94ad2f6ad6_26.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/490_2b22cbaf13bd0bd6346b3470e3cd42c1b4e5e4bb1d465b38f38738fa9d2d291cbf2300dd9fdf1cebc7172da14bbcc5517057dbf1599698c9fd7dbf94ad2f6ad6_26.jpg,"[[(169.87, 202.64), (205.77, 202.06), (208.08, 276.17), (171.6, 276.75)]]"
1704,50_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_14.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/50_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_14.jpg,"[[(379.81, 196.18), (378.26, 193.85), (382.72, 189.78), (384.85, 185.71), (389.89, 189.78), (393.58, 192.49), (393.19, 198.12), (387.76, 201.8)]]"
1705,51_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_2.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/51_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_2.jpg,"[[(675.5, 231.8), (677.18, 229.29), (687.79, 210.86), (698.96, 192.99), (705.1, 182.66), (708.17, 180.43), (711.52, 181.54), (722.13, 194.67), (732.74, 211.7), (736.65, 215.89), (736.09, 225.1), (736.65, 231.8), (731.0, 237.0), (722.0, 252.0), (713.48, 271.18), (712.08, 274.81), (706.0, 277.0), (687.51, 252.75), (677.45, 235.71)]]"
1706,52_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_37.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/52_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_37.jpg,"[[(427.99, 227.95), (426.99, 224.6), (430.34, 222.59), (442.0, 211.0), (457.0, 198.0), (470.88, 184.73), (473.9, 182.38), (479.26, 186.74), (487.97, 198.8), (503.05, 216.22), (512.77, 228.29), (514.11, 230.63), (512.43, 232.64), (504.05, 242.02), (484.0, 260.0), (469.21, 271.18), (466.52, 271.18), (465.85, 269.84)]]"
1707,53_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/53_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_7.jpg,"[[(615.0, 187.0), (625.84, 185.6), (641.76, 200.55), (640.31, 223.72), (626.8, 240.12), (605.09, 239.64), (591.0, 218.0), (600.0, 189.0)]]"
1708,54_b4e7ce3ac0d219fcbda51abdb470e73cf441d2e493febc06df1223cc8439fe17273ff8095987e21d797b9400d0c708fcd8e3392c7a7f8aea4917f13f825d9540_19.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/54_b4e7ce3ac0d219fcbda51abdb470e73cf441d2e493febc06df1223cc8439fe17273ff8095987e21d797b9400d0c708fcd8e3392c7a7f8aea4917f13f825d9540_19.jpg,"[[(309.81, 275.49), (313.0, 270.0), (317.57, 265.4), (325.0, 273.0), (321.0, 284.0), (315.0, 284.0), (312.14, 283.63)]]"
1709,55_b4e7ce3ac0d219fcbda51abdb470e73cf441d2e493febc06df1223cc8439fe17273ff8095987e21d797b9400d0c708fcd8e3392c7a7f8aea4917f13f825d9540_36.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/55_b4e7ce3ac0d219fcbda51abdb470e73cf441d2e493febc06df1223cc8439fe17273ff8095987e21d797b9400d0c708fcd8e3392c7a7f8aea4917f13f825d9540_36.jpg,"[[(439.0, 205.0), (461.0, 177.0), (463.0, 175.0), (466.92, 175.4), (481.0, 190.0), (492.0, 201.0), (493.72, 203.32), (492.88, 205.0), (471.38, 234.32), (469.71, 236.55), (466.0, 235.0), (438.0, 212.0), (437.0, 209.0)]]"
1715,60_86feaefbf1fb729a37fe392706a048c2d097649dc75a3fdf33b79d62aded50d81d12c782fcc63c9c39557c8cf75145f67c523b0a7282003286038c1b87eb14e1_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/60_86feaefbf1fb729a37fe392706a048c2d097649dc75a3fdf33b79d62aded50d81d12c782fcc63c9c39557c8cf75145f67c523b0a7282003286038c1b87eb14e1_46.jpg,"[[(522.0, 94.0), (549.51, 95.42), (547.09, 73.7), (618.5, 80.46), (623.81, 124.37), (629.12, 171.65), (624.29, 171.65), (624.0, 178.0), (598.24, 177.44), (571.0, 176.0), (545.65, 176.0), (545.65, 164.9), (540.34, 164.9), (540.34, 166.83), (527.31, 166.83)]]"
1723,68_6fbcb17a20c98636c2e0f3463820a688be33fa6324c55ef05b94a3889be34fbd424aadf5bce226982fa723301bcbf9c17b10c95e74b14ac4ef34382f4afef0b7_48.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/68_6fbcb17a20c98636c2e0f3463820a688be33fa6324c55ef05b94a3889be34fbd424aadf5bce226982fa723301bcbf9c17b10c95e74b14ac4ef34382f4afef0b7_48.jpg,"[[(390.47, 147.63), (395.68, 152.27), (414.21, 149.37), (411.89, 157.48), (409.0, 162.11), (409.0, 178.9), (393.37, 177.16), (395.1, 165.0), (388.15, 161.53), (382.36, 158.06)]]"
1727,71_7966d1905a4f4e898fabda1d42d03210b840fca6065336fe2e2d27e0dc2e4cdb2e8ff38297f1981ee9cf1e1f9a574758cc8f128a140c78bee2616b7c0489004a_31.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/71_7966d1905a4f4e898fabda1d42d03210b840fca6065336fe2e2d27e0dc2e4cdb2e8ff38297f1981ee9cf1e1f9a574758cc8f128a140c78bee2616b7c0489004a_31.jpg,"[[(461.33, 199.97), (456.86, 194.67), (454.63, 189.64), (454.07, 183.5), (459.93, 185.17), (463.01, 186.29), (464.4, 196.34), (473.34, 196.06), (475.01, 191.87), (472.22, 189.08), (479.76, 180.98), (488.97, 186.01), (487.3, 190.48), (483.39, 193.27), (475.85, 195.5), (478.64, 197.46), (480.04, 216.45), (462.45, 216.45)]]"
1739,82_9cd259b04b237d9568f404ffa13b21e1b1220a43b46dc39f04828ff633d815cdaab03dac348b96402cc3044764494fcefa55f2161a055c1b24c4454c7b7ba519_21.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/82_9cd259b04b237d9568f404ffa13b21e1b1220a43b46dc39f04828ff633d815cdaab03dac348b96402cc3044764494fcefa55f2161a055c1b24c4454c7b7ba519_21.jpg,"[[(387.0, 113.0), (397.0, 101.0), (395.0, 95.0), (402.0, 96.0), (408.0, 92.0), (415.0, 98.0), (410.0, 103.0), (403.25, 98.89), (403.0, 100.0), (416.65, 112.01), (410.0, 120.0), (402.0, 127.0)]]"
1740,83_9cd259b04b237d9568f404ffa13b21e1b1220a43b46dc39f04828ff633d815cdaab03dac348b96402cc3044764494fcefa55f2161a055c1b24c4454c7b7ba519_26.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/83_9cd259b04b237d9568f404ffa13b21e1b1220a43b46dc39f04828ff633d815cdaab03dac348b96402cc3044764494fcefa55f2161a055c1b24c4454c7b7ba519_26.jpg,"[[(500.0, 156.0), (535.45, 116.95), (522.72, 105.94), (514.61, 92.05), (526.77, 97.26), (545.0, 109.0), (556.88, 95.52), (572.51, 107.1), (575.99, 111.16), (570.77, 118.68), (566.14, 125.63), (546.46, 115.21), (559.77, 134.32), (579.0, 161.0), (564.0, 177.0), (539.51, 201.48)]]"
1749,91_d033badc072a754ce01d4f4408ab3c9abc5e431b406da289428a8ecf4477e67195afa41db9a3adbf2462cbb254d84e3d9165099dbf6d92a714959ad6fed87fca_1.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/91_d033badc072a754ce01d4f4408ab3c9abc5e431b406da289428a8ecf4477e67195afa41db9a3adbf2462cbb254d84e3d9165099dbf6d92a714959ad6fed87fca_1.jpg,"[[(581.63, 253.77), (580.7, 251.91), (580.7, 250.28), (599.78, 226.55), (603.04, 225.15), (607.69, 227.24), (614.91, 238.41), (622.12, 250.28), (624.45, 253.07), (623.52, 256.33), (616.3, 264.94), (606.3, 278.9), (603.0, 280.0), (599.0, 278.0)], [(408.46, 237.5), (408.23, 238.9), (408.93, 241.23), (415.0, 248.0), (417.0, 250.0), (420.0, 249.0), (426.0, 243.0), (427.31, 240.76), (426.61, 238.44), (421.03, 231.46), (418.93, 230.06), (416.37, 230.29)], [(376.0, 238.0), (381.72, 232.36), (387.0, 238.0), (382.0, 243.0)]]"
