,name,path,barrier
1551,360_035302faa278883296e41775481b1672bc4aff8f41df7a95dfae045eee16de3430df90260fa6071cc32f20f8a6626bf0d06fcde69e21f690026471326ea35e57_38.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/360_035302faa278883296e41775481b1672bc4aff8f41df7a95dfae045eee16de3430df90260fa6071cc32f20f8a6626bf0d06fcde69e21f690026471326ea35e57_38.jpg,"[[(704.79, 335.5), (700.62, 360.51), (584.59, 360.51), (437.29, 348.01), (261.5, 322.3), (170.0, 294.0), (167.0, 286.0), (252.47, 304.23), (340.02, 315.35), (473.42, 332.03), (651.99, 337.58)]]"
1552,361_8e525f8935b1bec754498b08aa0597819dfe99021144a8dfb5f0158625df0ad0ae417e23170db1642626093689ee6909679fd5af29f1b928fb5f492eac532684_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/361_8e525f8935b1bec754498b08aa0597819dfe99021144a8dfb5f0158625df0ad0ae417e23170db1642626093689ee6909679fd5af29f1b928fb5f492eac532684_16.jpg,"[[(0.0, 269.0), (0.0, 330.0), (104.89, 277.2), (195.0, 233.0), (316.0, 184.0), (319.0, 176.0), (172.0, 213.0)]]"
1553,362_8e525f8935b1bec754498b08aa0597819dfe99021144a8dfb5f0158625df0ad0ae417e23170db1642626093689ee6909679fd5af29f1b928fb5f492eac532684_36.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/362_8e525f8935b1bec754498b08aa0597819dfe99021144a8dfb5f0158625df0ad0ae417e23170db1642626093689ee6909679fd5af29f1b928fb5f492eac532684_36.jpg,"[[(0.0, 265.0), (0.0, 317.0), (137.0, 254.0), (259.27, 202.06), (317.0, 181.0), (317.0, 179.0), (317.0, 174.0), (219.0, 196.0), (130.0, 219.0)]]"
1554,363_8e525f8935b1bec754498b08aa0597819dfe99021144a8dfb5f0158625df0ad0ae417e23170db1642626093689ee6909679fd5af29f1b928fb5f492eac532684_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/363_8e525f8935b1bec754498b08aa0597819dfe99021144a8dfb5f0158625df0ad0ae417e23170db1642626093689ee6909679fd5af29f1b928fb5f492eac532684_7.jpg,"[[(0.65, 273.51), (0.0, 334.0), (85.0, 292.0), (241.91, 217.54), (301.74, 193.9), (301.25, 181.83), (205.24, 206.44), (97.64, 237.8)]]"
1555,364_4fc7af94e575c50d366b40b8cb7d124afa262f1ae655e35b5aa592cf664ddd5d6758e81c381ace098888613fd02110256547c5b7fafebcaf1042ff5838a34778_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/364_4fc7af94e575c50d366b40b8cb7d124afa262f1ae655e35b5aa592cf664ddd5d6758e81c381ace098888613fd02110256547c5b7fafebcaf1042ff5838a34778_30.jpg,"[[(0.0, 347.33), (1.14, 407.55), (166.74, 334.02), (267.49, 287.12), (305.7, 266.85), (306.86, 257.59), (283.7, 268.01), (199.17, 291.75)]]"
1556,365_4fc7af94e575c50d366b40b8cb7d124afa262f1ae655e35b5aa592cf664ddd5d6758e81c381ace098888613fd02110256547c5b7fafebcaf1042ff5838a34778_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/365_4fc7af94e575c50d366b40b8cb7d124afa262f1ae655e35b5aa592cf664ddd5d6758e81c381ace098888613fd02110256547c5b7fafebcaf1042ff5838a34778_46.jpg,"[[(0.36, 355.25), (0.0, 420.39), (60.68, 392.88), (146.56, 349.94), (281.18, 282.39), (322.0, 261.0), (317.0, 255.0), (256.57, 278.53), (154.28, 311.82), (86.73, 329.67)]]"
1557,366_4fc7af94e575c50d366b40b8cb7d124afa262f1ae655e35b5aa592cf664ddd5d6758e81c381ace098888613fd02110256547c5b7fafebcaf1042ff5838a34778_55.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/366_4fc7af94e575c50d366b40b8cb7d124afa262f1ae655e35b5aa592cf664ddd5d6758e81c381ace098888613fd02110256547c5b7fafebcaf1042ff5838a34778_55.jpg,"[[(0.0, 343.14), (0.41, 404.41), (47.21, 384.63), (133.1, 348.44), (202.58, 316.6), (290.4, 277.03), (296.19, 273.66), (291.36, 264.97), (260.0, 276.07), (144.2, 305.98), (61.69, 328.18)]]"
1621,427_62cdf093d7901a7ccb87680830b744d06478cf34f9954919a4bb6a2b4a2d08093d56d14553999071510c35729426365e49550c26bfca813ac12c695b703c5caf_36.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/427_62cdf093d7901a7ccb87680830b744d06478cf34f9954919a4bb6a2b4a2d08093d56d14553999071510c35729426365e49550c26bfca813ac12c695b703c5caf_36.jpg,"[[(720.0, 322.0), (720.0, 381.0), (649.0, 344.0), (582.0, 311.0), (526.86, 283.46), (468.46, 253.72), (428.68, 234.37), (414.71, 224.33), (402.88, 214.3), (400.73, 211.08), (403.96, 209.29), (426.89, 220.75), (482.07, 240.82), (595.3, 279.52)]]"
1622,428_62cdf093d7901a7ccb87680830b744d06478cf34f9954919a4bb6a2b4a2d08093d56d14553999071510c35729426365e49550c26bfca813ac12c695b703c5caf_44.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/428_62cdf093d7901a7ccb87680830b744d06478cf34f9954919a4bb6a2b4a2d08093d56d14553999071510c35729426365e49550c26bfca813ac12c695b703c5caf_44.jpg,"[[(720.0, 348.0), (720.0, 419.0), (613.0, 346.0), (513.28, 284.04), (465.3, 255.25), (440.76, 240.51), (400.81, 218.79), (390.0, 213.0), (390.0, 209.0), (403.59, 213.89), (467.07, 234.19), (509.49, 249.65), (585.25, 280.51), (718.0, 343.0)]]"
1655,458_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_18.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/458_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_18.jpg,"[[(649.51, 432.98), (718.86, 445.37), (719.48, 391.5), (683.56, 361.16), (603.69, 310.39), (554.16, 278.81), (499.67, 247.23), (465.62, 228.66), (434.66, 213.18), (417.13, 206.99), (394.41, 202.84), (394.91, 207.48), (419.67, 215.78), (434.16, 223.52), (489.33, 272.0), (581.21, 360.73)]]"
1656,459_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_23.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/459_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_23.jpg,"[[(718.0, 342.63), (719.03, 290.51), (658.66, 269.36), (621.51, 259.04), (547.21, 238.92), (501.81, 228.08), (415.0, 211.0), (366.0, 203.0), (368.0, 209.0), (412.0, 219.0), (435.0, 224.0), (513.0, 250.0), (654.02, 307.54)]]"
1658,460_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_28.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/460_9e397a8d23ab5924120ecba65d9b9f76ea760770014516172516af973e75c969e9fda46a68126e95126e38a262b149b96282a2f0d211e4cbff81aa09acc20775_28.jpg,"[[(719.0, 317.0), (719.39, 278.44), (683.28, 266.57), (629.61, 252.64), (568.21, 237.16), (518.68, 228.91), (459.34, 217.04), (413.93, 212.91), (385.56, 207.75), (371.11, 201.56), (366.46, 194.33), (363.37, 197.95), (372.14, 209.3), (384.01, 216.01), (411.35, 223.75), (461.0, 231.0), (522.81, 248.0), (594.53, 269.67)]]"
1659,461_45e5af2bc83e8dc8340095080f219f68765d16452b981892847ffcefc6bf16d7f0ac0d77fae3188670a7040d95d228d886255d439d3da5763b84e192bc27f591_23.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/461_45e5af2bc83e8dc8340095080f219f68765d16452b981892847ffcefc6bf16d7f0ac0d77fae3188670a7040d95d228d886255d439d3da5763b84e192bc27f591_23.jpg,"[[(162.61, 210.53), (198.35, 209.69), (259.5, 205.5), (300.55, 204.1), (299.71, 209.97), (255.04, 213.88), (194.72, 219.74), (170.43, 222.53)]]"
1660,462_45e5af2bc83e8dc8340095080f219f68765d16452b981892847ffcefc6bf16d7f0ac0d77fae3188670a7040d95d228d886255d439d3da5763b84e192bc27f591_50.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/462_45e5af2bc83e8dc8340095080f219f68765d16452b981892847ffcefc6bf16d7f0ac0d77fae3188670a7040d95d228d886255d439d3da5763b84e192bc27f591_50.jpg,"[[(0.0, 288.9), (48.75, 274.16), (108.06, 258.41), (158.32, 246.35), (204.9, 234.95), (264.54, 222.56), (290.0, 218.0), (292.35, 228.92), (235.72, 245.01), (157.65, 270.81), (85.61, 295.27), (25.3, 317.38), (0.5, 326.76)], [(0.1, 241.02), (62.76, 230.63), (120.73, 221.92), (169.98, 215.89), (219.57, 209.86), (240.35, 209.52), (274.53, 205.84), (288.26, 203.83), (288.6, 212.87), (210.19, 224.6), (188.41, 228.29), (102.3, 244.37), (25.56, 262.13), (0.0, 267.15)]]"
1663,465_98927a3961ba5de32e5b27c38a1b6558e5784078294a555374551268524efcde7291a9f5582b1e3351593464b87ed78afa8bb7a027677c5aed46396e57b4f1d4_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/465_98927a3961ba5de32e5b27c38a1b6558e5784078294a555374551268524efcde7291a9f5582b1e3351593464b87ed78afa8bb7a027677c5aed46396e57b4f1d4_0.jpg,"[[(0.0, 258.54), (38.03, 246.47), (87.89, 232.8), (113.0, 226.0), (175.54, 213.9), (211.33, 205.06), (247.52, 199.03), (274.06, 195.81), (309.44, 190.99), (323.92, 189.78), (325.52, 194.2), (306.0, 200.0), (244.0, 214.0), (177.0, 233.0), (103.0, 256.0), (57.0, 272.0), (0.0, 293.0)]]"
1664,466_98927a3961ba5de32e5b27c38a1b6558e5784078294a555374551268524efcde7291a9f5582b1e3351593464b87ed78afa8bb7a027677c5aed46396e57b4f1d4_25.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/466_98927a3961ba5de32e5b27c38a1b6558e5784078294a555374551268524efcde7291a9f5582b1e3351593464b87ed78afa8bb7a027677c5aed46396e57b4f1d4_25.jpg,"[[(0.0, 264.0), (33.61, 251.94), (86.0, 238.0), (141.77, 224.2), (199.0, 211.0), (255.16, 198.87), (285.72, 193.64), (289.74, 193.64), (290.94, 198.87), (276.07, 203.29), (239.48, 215.75), (153.03, 242.29), (79.85, 268.43), (40.84, 282.9), (0.0, 300.19)]]"
1665,467_98927a3961ba5de32e5b27c38a1b6558e5784078294a555374551268524efcde7291a9f5582b1e3351593464b87ed78afa8bb7a027677c5aed46396e57b4f1d4_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/467_98927a3961ba5de32e5b27c38a1b6558e5784078294a555374551268524efcde7291a9f5582b1e3351593464b87ed78afa8bb7a027677c5aed46396e57b4f1d4_34.jpg,"[[(0.0, 263.0), (52.1, 244.79), (108.55, 228.9), (155.74, 218.74), (205.0, 207.0), (282.54, 190.36), (287.17, 202.52), (213.06, 223.95), (153.42, 240.74), (30.09, 287.64), (0.0, 299.0)]]"
1666,468_98927a3961ba5de32e5b27c38a1b6558e5784078294a555374551268524efcde7291a9f5582b1e3351593464b87ed78afa8bb7a027677c5aed46396e57b4f1d4_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/468_98927a3961ba5de32e5b27c38a1b6558e5784078294a555374551268524efcde7291a9f5582b1e3351593464b87ed78afa8bb7a027677c5aed46396e57b4f1d4_77.jpg,"[[(0.0, 423.0), (34.58, 390.25), (91.55, 344.39), (178.0, 287.0), (224.95, 256.15), (285.4, 220.02), (320.84, 199.18), (337.51, 190.14), (344.14, 200.86), (307.64, 245.73), (247.19, 324.94), (193.26, 400.08), (73.4, 434.24)]]"
1678,479_4671db77cbd42f2571e3f0323c47f00c2ead46c5b95729c82e53a5f1a02d70725b1b7d795f850289caacbf13ec6b6e7c95ddc20870e0ca3bf04233dd7babf397_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/479_4671db77cbd42f2571e3f0323c47f00c2ead46c5b95729c82e53a5f1a02d70725b1b7d795f850289caacbf13ec6b6e7c95ddc20870e0ca3bf04233dd7babf397_34.jpg,"[[(682.1, 314.91), (752.0, 354.0), (752.0, 480.0), (653.0, 377.0), (666.0, 358.0), (676.0, 318.0)]]"
1680,480_4671db77cbd42f2571e3f0323c47f00c2ead46c5b95729c82e53a5f1a02d70725b1b7d795f850289caacbf13ec6b6e7c95ddc20870e0ca3bf04233dd7babf397_8.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/480_4671db77cbd42f2571e3f0323c47f00c2ead46c5b95729c82e53a5f1a02d70725b1b7d795f850289caacbf13ec6b6e7c95ddc20870e0ca3bf04233dd7babf397_8.jpg,"[[(653.0, 335.0), (752.0, 387.0), (752.0, 458.0), (752.0, 480.0), (613.2, 480.0), (560.6, 417.93), (590.04, 344.1)], [(384.56, 248.02), (386.82, 234.77), (389.89, 233.47), (377.29, 228.63), (374.38, 225.72), (372.77, 221.68), (376.16, 219.9), (374.38, 218.61), (367.0, 221.0), (365.0, 228.0), (365.17, 236.38), (375.0, 241.0)]]"
1704,50_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_14.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/50_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_14.jpg,"[[(752.0, 306.0), (659.13, 288.91), (577.49, 276.17), (501.64, 269.23), (485.43, 263.44), (462.85, 247.8), (432.74, 232.17), (411.45, 217.28), (391.63, 204.38), (378.26, 193.85), (374.84, 204.96), (388.15, 232.17), (424.05, 276.17), (454.74, 312.65), (485.43, 327.71), (559.54, 347.97), (613.97, 352.02), (704.29, 372.29), (752.0, 372.87)]]"
1707,53_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/53_b130375f4bfe68553312e6601ad16cb2b75baa4470e85b862b8e7ffffdff27d3bcc35346b0e04198d17e5aaf9f444d359a73ef4d56d17302d2f84a633faa4b3f_7.jpg,"[[(469.12, 224.01), (420.26, 218.71), (388.42, 212.57), (376.7, 206.14), (372.23, 205.86), (371.11, 221.78), (383.68, 232.67), (385.63, 235.18), (465.21, 246.07)]]"
1713,59_86feaefbf1fb729a37fe392706a048c2d097649dc75a3fdf33b79d62aded50d81d12c782fcc63c9c39557c8cf75145f67c523b0a7282003286038c1b87eb14e1_12.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/59_86feaefbf1fb729a37fe392706a048c2d097649dc75a3fdf33b79d62aded50d81d12c782fcc63c9c39557c8cf75145f67c523b0a7282003286038c1b87eb14e1_12.jpg,"[[(705.45, 423.24), (656.82, 388.5), (634.81, 374.61), (633.66, 324.23), (604.13, 323.07), (603.55, 358.97), (572.86, 339.86), (495.85, 296.44), (438.53, 262.28), (399.73, 240.28), (391.63, 236.8), (392.0, 228.0), (385.26, 227.54), (382.94, 229.85), (371.36, 225.8), (364.99, 240.28), (391.63, 277.91), (418.26, 319.02), (475.01, 397.77), (493.0, 424.0), (571.12, 421.51), (601.0, 427.0), (631.34, 428.45), (677.08, 431.93), (714.14, 437.14)], [(752.0, 299.91), (691.56, 284.28), (629.6, 270.38), (633.08, 251.28), (623.81, 251.86), (618.02, 268.07), (579.81, 259.38), (543.33, 253.01), (496.43, 241.43), (454.74, 232.75), (423.47, 224.64), (416.53, 222.33), (409.58, 221.75), (407.26, 228.69), (442.58, 247.22), (530.59, 283.7), (619.76, 319.02), (707.77, 356.08), (752.0, 376.34)]]"
1715,60_86feaefbf1fb729a37fe392706a048c2d097649dc75a3fdf33b79d62aded50d81d12c782fcc63c9c39557c8cf75145f67c523b0a7282003286038c1b87eb14e1_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/60_86feaefbf1fb729a37fe392706a048c2d097649dc75a3fdf33b79d62aded50d81d12c782fcc63c9c39557c8cf75145f67c523b0a7282003286038c1b87eb14e1_46.jpg,"[[(752.0, 214.8), (685.77, 212.48), (614.55, 212.48), (545.65, 210.17), (548.0, 219.0), (542.0, 258.0), (629.02, 291.23), (723.4, 325.97), (752.0, 336.97)], [(724.56, 442.35), (677.66, 406.45), (630.18, 374.61), (583.86, 342.76), (584.44, 299.33), (560.12, 299.91), (558.38, 332.34), (505.69, 295.28), (466.9, 273.86), (428.11, 248.96), (408.0, 235.0), (404.0, 231.0), (402.51, 224.0), (398.0, 221.0), (388.0, 225.0), (388.0, 245.0), (397.0, 270.0), (460.0, 364.0), (504.0, 425.0), (583.0, 422.0), (609.0, 429.0), (656.0, 431.0)]]"
1737,80_ef3dda1acc6af70aeb206123614a3910c0ffa40e08074b772090c9a2dd848f83ea35eb98928aff7398d3f44c7fe22c9287bf2669aa3e1771cdb67455cd287beb_23.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/80_ef3dda1acc6af70aeb206123614a3910c0ffa40e08074b772090c9a2dd848f83ea35eb98928aff7398d3f44c7fe22c9287bf2669aa3e1771cdb67455cd287beb_23.jpg,"[[(587.32, 224.23), (586.98, 215.18), (546.11, 204.46), (514.61, 198.43), (452.28, 187.37), (423.13, 182.68), (393.65, 178.33), (388.62, 178.33), (390.0, 182.0), (415.76, 187.71), (451.61, 196.08), (518.0, 209.0), (581.62, 225.24)]]"
1746,89_7cf9527bcbe7ccc0e31aa7bbb4aa906cb7a4745d3612bffff83cfe3d3b11ffaa70c94470c6950b4e289d689817491e9dc5006cf661097403b297c0fedbdb3cd7_34.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/89_7cf9527bcbe7ccc0e31aa7bbb4aa906cb7a4745d3612bffff83cfe3d3b11ffaa70c94470c6950b4e289d689817491e9dc5006cf661097403b297c0fedbdb3cd7_34.jpg,"[[(698.0, 232.0), (632.79, 213.58), (549.41, 188.69), (461.98, 164.37), (412.76, 153.94), (358.34, 142.36), (356.0, 152.0), (439.98, 175.37), (538.41, 211.85), (609.63, 238.48), (697.06, 270.9)]]"
1748,90_7cf9527bcbe7ccc0e31aa7bbb4aa906cb7a4745d3612bffff83cfe3d3b11ffaa70c94470c6950b4e289d689817491e9dc5006cf661097403b297c0fedbdb3cd7_51.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/90_7cf9527bcbe7ccc0e31aa7bbb4aa906cb7a4745d3612bffff83cfe3d3b11ffaa70c94470c6950b4e289d689817491e9dc5006cf661097403b297c0fedbdb3cd7_51.jpg,"[[(734.0, 480.0), (635.78, 364.75), (577.0, 309.0), (510.81, 252.33), (461.0, 212.0), (426.0, 185.0), (412.0, 172.0), (389.22, 154.38), (376.0, 145.0), (375.0, 153.0), (373.0, 155.0), (407.55, 200.22), (464.0, 275.49), (534.45, 382.12), (572.0, 427.0), (619.37, 445.33), (627.58, 449.19), (670.52, 463.67), (711.53, 480.0)]]"
1750,92_d033badc072a754ce01d4f4408ab3c9abc5e431b406da289428a8ecf4477e67195afa41db9a3adbf2462cbb254d84e3d9165099dbf6d92a714959ad6fed87fca_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/92_d033badc072a754ce01d4f4408ab3c9abc5e431b406da289428a8ecf4477e67195afa41db9a3adbf2462cbb254d84e3d9165099dbf6d92a714959ad6fed87fca_16.jpg,"[[(1.07, 332.56), (41.28, 321.17), (102.26, 305.09), (161.24, 290.01), (188.04, 281.96), (188.38, 272.58), (193.07, 272.25), (193.4, 281.96), (237.97, 268.23), (273.49, 259.51), (274.83, 254.15), (277.51, 253.82), (278.18, 259.85), (302.97, 251.81), (304.65, 247.79), (307.67, 247.79), (308.0, 249.8), (331.79, 239.75), (343.52, 234.72), (343.85, 240.42), (323.75, 253.48), (293.59, 273.25), (208.82, 322.51), (94.56, 391.53), (0.0, 446.99)]]"
1751,93_d033badc072a754ce01d4f4408ab3c9abc5e431b406da289428a8ecf4477e67195afa41db9a3adbf2462cbb254d84e3d9165099dbf6d92a714959ad6fed87fca_35.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/93_d033badc072a754ce01d4f4408ab3c9abc5e431b406da289428a8ecf4477e67195afa41db9a3adbf2462cbb254d84e3d9165099dbf6d92a714959ad6fed87fca_35.jpg,"[[(1.38, 382.71), (77.23, 347.97), (164.08, 310.91), (201.13, 294.12), (200.55, 280.23), (212.14, 278.49), (211.56, 290.07), (253.24, 271.54), (282.2, 260.54), (287.99, 255.33), (309.99, 246.64), (330.25, 231.01), (333.02, 242.81), (299.57, 276.17), (217.35, 349.13), (122.39, 442.93), (78.0, 480.0), (56.0, 479.0), (0.0, 448.0)]]"
1752,94_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_11.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/94_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_11.jpg,"[[(96.53, 372.65), (131.92, 336.46), (178.16, 291.83), (186.6, 283.79), (216.76, 258.86), (253.35, 230.31), (279.49, 208.19), (287.53, 208.6), (288.0, 224.0), (291.55, 229.1), (266.22, 265.29), (217.56, 333.65), (189.42, 380.69), (184.79, 381.08), (152.14, 382.47), (119.48, 388.03), (99.33, 375.52)], [(160.87, 290.62), (162.48, 255.24), (164.0, 235.0), (196.0, 217.0), (220.78, 205.38), (258.11, 190.76), (305.22, 176.03), (322.51, 171.2), (330.15, 166.78), (340.6, 165.57), (350.25, 163.16), (354.68, 161.95), (354.68, 163.16), (349.45, 165.98), (344.22, 166.78), (333.77, 170.4), (319.0, 181.0), (297.98, 198.95), (287.53, 208.6), (279.49, 208.19), (253.35, 230.31), (216.76, 258.86), (186.6, 283.79), (178.16, 291.83)], [(0.0, 302.69), (20.14, 291.03), (43.46, 278.56), (43.86, 266.9), (47.88, 265.69), (51.5, 275.34), (76.83, 263.28), (115.43, 245.19), (140.76, 234.73), (157.25, 229.1), (158.46, 220.26), (161.67, 219.45), (162.07, 224.68), (171.32, 221.06), (189.42, 212.87), (195.78, 212.2), (202.15, 208.18), (214.55, 204.5), (225.27, 200.14), (240.01, 195.45), (258.11, 190.76), (220.78, 205.38), (196.0, 217.0), (164.0, 235.0), (162.48, 255.24), (118.25, 280.97), (62.36, 316.36), (22.15, 347.72), (0.43, 365.41)]]"
1753,95_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_21.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/95_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_21.jpg,"[[(0.0, 314.0), (37.51, 292.39), (82.09, 270.38), (81.51, 256.49), (86.14, 255.91), (89.62, 266.91), (161.99, 235.06), (198.47, 219.43), (226.84, 209.01), (273.74, 192.22), (304.43, 183.53), (330.48, 176.58), (339.17, 173.69), (313.11, 189.32), (269.11, 211.9), (219.31, 239.12), (150.41, 278.49), (69.0, 331.0), (0.45, 390.82)], [(0.45, 390.82), (45.09, 351.39), (69.0, 331.0), (150.41, 278.49), (219.31, 239.12), (269.11, 211.9), (313.11, 189.32), (339.17, 173.69), (356.02, 170.74), (373.39, 163.79), (373.97, 166.68), (363.55, 170.74), (346.18, 178.84), (319.54, 200.27), (274.38, 242.53), (207.79, 309.7), (138.31, 383.81), (136.0, 387.29), (97.03, 393.02), (67.84, 395.52), (31.99, 403.02), (0.0, 412.0)]]"
1754,96_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_32.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/96_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_32.jpg,"[[(0.0, 338.71), (37.51, 310.91), (56.0, 299.0), (54.3, 284.86), (60.09, 284.86), (62.0, 295.0), (110.0, 267.0), (175.31, 235.64), (217.0, 215.0), (226.26, 213.06), (225.68, 206.69), (229.74, 205.53), (230.32, 210.75), (254.06, 201.48), (273.16, 192.8), (297.0, 184.0), (312.54, 178.32), (328.75, 174.85), (342.64, 170.79), (354.8, 166.16), (365.8, 162.69), (366.38, 163.85), (356.54, 167.9), (333.38, 178.9), (310.8, 189.9), (285.0, 203.0), (253.0, 222.0), (221.63, 244.91), (146.0, 298.0), (97.14, 343.34), (23.61, 404.14), (0.45, 408.19)], [(55.45, 398.34), (94.0, 359.0), (142.0, 314.0), (161.47, 295.8), (207.0, 261.0), (227.0, 246.0), (260.0, 223.0), (272.0, 214.0), (287.0, 204.0), (310.8, 189.9), (333.38, 178.9), (351.0, 173.0), (344.26, 177.39), (341.0, 180.0), (330.99, 187.85), (323.0, 197.0), (313.7, 208.36), (295.61, 232.08), (276.71, 258.21), (259.42, 283.55), (228.06, 329.38), (196.69, 379.65), (171.26, 381.55), (145.78, 383.29), (118.57, 387.34), (93.67, 391.4), (54.93, 397.71)]]"
1755,97_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_4.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/97_f6b6cf52406329da27665d4164b9071f5fa45ebc2dab61621843b9661dd0389313de0a67c86de7a3d2cead8f9028486d3de3485a6b7196a9b6aca36d3d9f9d57_4.jpg,"[[(0.0, 310.0), (37.63, 286.92), (93.12, 259.18), (132.12, 240.68), (174.74, 222.19), (223.39, 203.29), (254.76, 191.63), (280.09, 183.99), (294.56, 179.97), (295.77, 187.61), (270.84, 201.68), (215.75, 230.63), (152.22, 265.61), (84.27, 309.84), (27.0, 354.0), (0.0, 379.0)], [(50.82, 398.87), (74.14, 377.56), (109.92, 346.59), (166.22, 300.76), (214.91, 262.96), (253.07, 233.61), (279.61, 211.89), (298.91, 197.02), (314.23, 186.56), (326.25, 177.31), (331.88, 170.88), (333.08, 177.72), (328.26, 189.38), (318.65, 203.45), (298.54, 227.98), (267.95, 266.18), (233.77, 315.63), (195.17, 365.89), (185.15, 380.37), (180.52, 380.97), (149.25, 384.45), (117.41, 386.76), (98.3, 391.4)]]"
