,name,path,drum
1289,100_44ae0a9d94327387a171823adb39700c121904719bd0361a0656a973fd4dfccc8c78f83fa86c12af1df5c505656063fc64e1c0bf275b759c26d5a9821125f04d_41.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/100_44ae0a9d94327387a171823adb39700c121904719bd0361a0656a973fd4dfccc8c78f83fa86c12af1df5c505656063fc64e1c0bf275b759c26d5a9821125f04d_41.jpg,"[[(575.28, 350.81), (557.14, 346.28), (554.0, 338.0), (562.0, 330.0), (571.0, 328.0), (578.3, 280.53), (585.0, 273.0), (594.93, 272.97), (608.0, 276.0), (608.53, 297.91), (609.29, 319.83), (608.53, 334.94), (615.34, 341.74), (611.0, 351.0), (593.42, 353.08)], [(206.16, 206.16), (199.23, 208.05), (197.34, 216.23), (213.08, 223.79)], [(220.0, 223.0), (231.0, 221.0), (227.0, 215.0), (225.0, 196.0), (216.0, 196.0), (209.31, 205.53), (213.0, 221.0)], [(204.73, 281.88), (191.0, 282.0), (185.31, 277.68), (186.36, 272.96), (193.71, 271.38), (192.66, 235.17), (198.43, 230.97), (206.3, 230.45), (213.13, 230.45), (217.0, 235.0), (218.0, 271.0), (227.0, 272.0), (227.0, 278.0), (218.38, 280.31)], [(192.93, 257.17), (186.63, 256.54), (182.22, 254.65), (186.63, 247.72), (189.15, 221.9), (196.71, 220.01), (211.2, 220.01), (214.0, 229.0), (198.0, 231.0), (194.0, 233.0), (193.0, 244.0), (193.0, 252.0)], [(242.0, 193.0), (251.0, 191.0), (248.0, 177.0), (240.0, 178.0), (240.33, 185.08)], [(335.0, 168.0), (332.0, 180.0), (341.0, 180.0), (341.0, 168.0)], [(234.39, 186.17), (240.21, 186.17), (242.24, 202.63), (230.0, 203.0), (231.0, 195.0), (232.0, 186.0)], [(320.0, 176.0), (320.0, 180.0), (320.0, 186.0), (319.0, 188.0), (321.0, 189.0), (324.48, 188.71), (327.29, 188.54), (328.7, 188.01), (326.76, 185.37), (326.0, 176.0)], [(408.0, 179.0), (406.76, 190.62), (404.0, 192.0), (404.0, 194.0), (409.19, 194.87), (413.14, 194.87), (416.78, 193.96), (417.0, 192.0), (415.0, 191.0), (413.0, 179.0)], [(304.0, 179.0), (302.0, 195.0), (299.0, 198.0), (305.0, 200.0), (313.0, 198.0), (314.0, 196.0), (312.0, 195.0), (311.0, 179.0)], [(111.0, 349.0), (126.0, 347.0), (142.0, 343.0), (148.0, 334.0), (142.6, 325.42), (129.75, 323.15), (121.0, 322.0), (109.0, 324.0), (99.0, 327.0), (93.0, 334.0), (93.0, 344.0)], [(142.0, 324.0), (159.36, 322.48), (174.0, 321.0), (178.0, 313.0), (174.0, 307.0), (167.55, 306.11), (159.36, 258.24), (149.91, 256.35), (139.84, 255.72), (132.0, 260.0), (132.0, 283.0), (134.0, 309.0), (125.35, 318.08), (132.0, 323.0)], [(114.0, 190.0), (120.75, 190.58), (121.0, 204.0), (113.0, 204.0), (113.0, 196.0)], [(38.74, 219.01), (48.58, 220.1), (47.85, 235.05), (38.0, 235.0), (37.28, 225.9)], [(260.89, 230.01), (257.0, 233.0), (256.0, 237.0), (261.0, 238.0), (267.0, 238.0), (278.0, 237.0), (283.0, 235.0), (279.0, 230.0), (276.0, 204.0), (269.0, 203.0), (263.0, 204.0), (262.0, 218.0)]]"
1290,101_44ae0a9d94327387a171823adb39700c121904719bd0361a0656a973fd4dfccc8c78f83fa86c12af1df5c505656063fc64e1c0bf275b759c26d5a9821125f04d_7.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/101_44ae0a9d94327387a171823adb39700c121904719bd0361a0656a973fd4dfccc8c78f83fa86c12af1df5c505656063fc64e1c0bf275b759c26d5a9821125f04d_7.jpg,"[[(416.0, 179.0), (422.98, 179.87), (423.58, 192.63), (413.0, 192.0), (415.0, 187.0)], [(432.39, 187.46), (441.2, 187.77), (440.59, 202.65), (445.0, 206.0), (427.84, 205.69), (430.27, 201.74)], [(616.33, 364.66), (605.0, 363.0), (605.0, 348.0), (619.0, 344.0), (629.0, 288.0), (642.0, 287.0), (658.96, 288.48), (658.0, 340.0), (636.29, 346.52), (626.31, 355.59)], [(188.0, 177.0), (188.0, 186.0), (193.0, 186.0), (192.0, 177.0)]]"
1291,102_44ae0a9d94327387a171823adb39700c121904719bd0361a0656a973fd4dfccc8c78f83fa86c12af1df5c505656063fc64e1c0bf275b759c26d5a9821125f04d_76.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/102_44ae0a9d94327387a171823adb39700c121904719bd0361a0656a973fd4dfccc8c78f83fa86c12af1df5c505656063fc64e1c0bf275b759c26d5a9821125f04d_76.jpg,"[[(398.0, 172.0), (403.0, 172.0), (403.56, 183.77), (396.35, 183.95)], [(474.0, 271.0), (483.0, 271.0), (494.0, 270.0), (500.0, 268.0), (500.0, 263.0), (495.0, 260.0), (494.36, 226.99), (484.0, 225.0), (473.36, 226.55), (473.0, 260.0), (465.0, 263.0), (466.0, 269.0)], [(105.0, 362.0), (122.0, 360.0), (138.0, 356.0), (144.0, 346.0), (137.0, 339.0), (131.15, 337.79), (119.0, 285.0), (109.0, 283.0), (96.0, 285.0), (90.0, 290.0), (95.0, 328.0), (98.4, 345.35), (90.0, 350.0), (92.1, 357.94)], [(323.0, 196.0), (328.0, 196.0), (328.0, 186.0), (327.0, 182.0), (320.08, 182.23), (319.0, 196.0)], [(338.7, 172.7), (342.21, 172.88), (344.32, 183.77), (337.29, 183.77)]]"
1292,103_4aefd6eec4e7a38b245c9e4785f25d86a6d94d36a93ea4c40ef371117eea76911e2b6119e967595c88f8811b9d40ab0a0c3af18aa133101dd0c6376985e47742_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/103_4aefd6eec4e7a38b245c9e4785f25d86a6d94d36a93ea4c40ef371117eea76911e2b6119e967595c88f8811b9d40ab0a0c3af18aa133101dd0c6376985e47742_0.jpg,"[[(383.0, 190.0), (390.0, 190.0), (392.0, 204.0), (382.0, 204.0)], [(364.0, 179.0), (367.0, 179.0), (368.0, 187.0), (363.0, 187.0)], [(543.0, 335.0), (522.15, 336.3), (505.0, 331.0), (501.0, 323.0), (512.0, 320.0), (518.37, 274.33), (526.0, 268.0), (535.0, 270.0), (544.82, 275.84), (541.0, 326.0)]]"
1293,104_4aefd6eec4e7a38b245c9e4785f25d86a6d94d36a93ea4c40ef371117eea76911e2b6119e967595c88f8811b9d40ab0a0c3af18aa133101dd0c6376985e47742_14.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/104_4aefd6eec4e7a38b245c9e4785f25d86a6d94d36a93ea4c40ef371117eea76911e2b6119e967595c88f8811b9d40ab0a0c3af18aa133101dd0c6376985e47742_14.jpg,"[[(360.47, 177.42), (364.67, 177.42), (365.03, 186.89), (359.41, 186.89)], [(377.0, 188.0), (384.0, 188.0), (384.6, 199.66), (380.59, 200.29), (377.0, 200.0), (377.0, 191.64)], [(444.0, 260.0), (454.0, 260.0), (460.0, 258.0), (457.0, 255.0), (457.0, 225.0), (440.0, 225.0), (439.0, 255.0), (436.0, 259.0)]]"
1294,105_4aefd6eec4e7a38b245c9e4785f25d86a6d94d36a93ea4c40ef371117eea76911e2b6119e967595c88f8811b9d40ab0a0c3af18aa133101dd0c6376985e47742_25.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/105_4aefd6eec4e7a38b245c9e4785f25d86a6d94d36a93ea4c40ef371117eea76911e2b6119e967595c88f8811b9d40ab0a0c3af18aa133101dd0c6376985e47742_25.jpg,"[[(383.0, 190.0), (384.0, 196.0), (385.0, 203.0), (376.0, 204.0), (376.26, 198.46), (377.0, 191.0)], [(477.0, 296.0), (489.0, 295.0), (495.0, 292.0), (489.0, 288.0), (490.07, 245.93), (479.02, 243.38), (470.36, 245.93), (464.84, 285.85), (459.0, 288.0), (462.0, 293.0)]]"
1295,106_4aefd6eec4e7a38b245c9e4785f25d86a6d94d36a93ea4c40ef371117eea76911e2b6119e967595c88f8811b9d40ab0a0c3af18aa133101dd0c6376985e47742_35.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/106_4aefd6eec4e7a38b245c9e4785f25d86a6d94d36a93ea4c40ef371117eea76911e2b6119e967595c88f8811b9d40ab0a0c3af18aa133101dd0c6376985e47742_35.jpg,"[[(418.0, 317.0), (426.0, 316.0), (438.0, 304.0), (448.0, 295.0), (449.0, 282.0), (442.0, 275.0), (434.0, 273.0), (428.0, 276.0), (409.0, 293.0), (405.0, 304.0), (409.0, 314.0)], [(364.0, 178.0), (368.16, 177.84), (368.16, 186.02), (363.2, 185.43)], [(446.0, 247.0), (452.0, 247.0), (458.0, 246.0), (460.0, 245.0), (459.03, 242.49), (456.4, 241.9), (455.0, 216.0), (447.0, 215.0), (442.0, 217.0), (441.0, 228.0), (439.0, 241.0), (434.19, 244.24), (439.0, 246.0)], [(45.89, 197.28), (46.25, 208.39), (51.0, 208.0), (49.0, 197.0)], [(388.0, 188.0), (392.0, 188.0), (392.0, 191.0), (393.0, 198.0), (387.0, 198.0), (388.0, 190.0)]]"
1296,10_74b89f5bbb8b7e68b06f5ee7182a8c35fcdb9d171ae72ad3fc18ea4fe7b31880cc443ee280dd2650e14e63c0fb13b42f8e5412958444875a430c2b4c38ae97ff_52.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/10_74b89f5bbb8b7e68b06f5ee7182a8c35fcdb9d171ae72ad3fc18ea4fe7b31880cc443ee280dd2650e14e63c0fb13b42f8e5412958444875a430c2b4c38ae97ff_52.jpg,"[[(328.0, 239.0), (331.0, 239.0), (331.88, 245.81), (327.42, 246.04)], [(320.49, 237.47), (322.0, 238.0), (322.0, 244.0), (319.0, 244.0), (318.96, 237.82)], [(394.0, 251.0), (398.52, 251.26), (400.0, 264.0), (393.0, 264.0)], [(369.0, 247.0), (374.0, 247.0), (374.66, 256.59), (369.0, 257.0)], [(352.0, 244.0), (355.18, 243.6), (355.0, 251.0), (352.0, 251.0)], [(338.0, 241.0), (341.0, 241.0), (341.49, 248.18), (338.0, 248.0)], [(435.05, 258.81), (439.44, 260.03), (439.92, 264.66), (442.0, 276.0), (431.0, 276.0), (431.64, 260.52)]]"
1298,123_a4aba1885e3366219dc37c075e272a41193373ef989d9c68bc3dc707de9974b907e79a86e3b9621cae295b7c7d952c313ce59b539f353c1b498b5dd1fa98cd9b_26.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/123_a4aba1885e3366219dc37c075e272a41193373ef989d9c68bc3dc707de9974b907e79a86e3b9621cae295b7c7d952c313ce59b539f353c1b498b5dd1fa98cd9b_26.jpg,"[[(562.0, 169.0), (568.89, 168.43), (570.0, 185.0), (561.0, 185.0), (561.0, 177.0)], [(580.92, 174.53), (585.0, 174.0), (588.0, 175.0), (591.58, 196.2), (583.32, 197.23), (577.0, 197.0), (578.0, 176.0)], [(617.0, 194.0), (625.33, 196.57), (626.57, 218.45), (628.63, 229.6), (631.93, 231.25), (625.74, 234.55), (610.06, 234.96), (602.63, 232.48), (607.0, 228.0), (609.0, 196.0)], [(711.0, 255.0), (718.0, 255.0), (732.0, 258.0), (736.0, 339.0), (692.0, 338.0), (695.0, 330.0), (700.0, 259.0)]]"
1299,124_a4aba1885e3366219dc37c075e272a41193373ef989d9c68bc3dc707de9974b907e79a86e3b9621cae295b7c7d952c313ce59b539f353c1b498b5dd1fa98cd9b_39.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/124_a4aba1885e3366219dc37c075e272a41193373ef989d9c68bc3dc707de9974b907e79a86e3b9621cae295b7c7d952c313ce59b539f353c1b498b5dd1fa98cd9b_39.jpg,"[[(681.0, 212.0), (693.06, 211.09), (702.47, 213.57), (704.45, 260.13), (711.88, 261.12), (711.88, 267.07), (702.97, 269.05), (690.58, 268.06), (677.21, 268.06), (673.25, 263.1), (678.2, 257.16)], [(657.39, 188.31), (666.31, 187.81), (669.0, 192.0), (671.76, 223.97), (664.83, 225.95), (654.0, 225.0), (654.0, 220.0), (654.0, 192.0)], [(528.0, 170.0), (530.0, 192.0), (515.0, 191.0), (518.0, 170.0)], [(511.4, 162.77), (514.0, 185.0), (506.0, 186.0), (499.0, 184.0), (501.76, 161.73)], [(550.0, 164.0), (558.87, 164.14), (558.52, 179.62), (548.0, 183.0)], [(789.0, 283.0), (810.03, 285.48), (820.02, 296.18), (819.3, 376.07), (831.0, 376.0), (834.0, 390.0), (823.58, 400.32), (800.76, 403.88), (782.93, 401.74), (767.0, 399.0), (774.0, 382.0), (776.0, 310.0), (779.0, 289.0)]]"
1300,125_a4aba1885e3366219dc37c075e272a41193373ef989d9c68bc3dc707de9974b907e79a86e3b9621cae295b7c7d952c313ce59b539f353c1b498b5dd1fa98cd9b_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/125_a4aba1885e3366219dc37c075e272a41193373ef989d9c68bc3dc707de9974b907e79a86e3b9621cae295b7c7d952c313ce59b539f353c1b498b5dd1fa98cd9b_46.jpg,"[[(756.0, 181.0), (766.0, 181.0), (766.13, 203.8), (754.99, 203.38)], [(520.71, 248.17), (542.96, 249.03), (548.0, 320.0), (525.0, 323.0), (508.0, 318.0), (511.0, 249.0)], [(602.89, 418.52), (627.55, 417.5), (648.0, 409.0), (652.0, 392.0), (638.0, 392.0), (633.71, 298.35), (625.0, 291.0), (605.98, 289.1), (586.0, 292.0), (573.0, 394.0), (557.0, 398.0), (564.0, 410.0), (577.22, 417.5)], [(800.0, 198.0), (810.0, 198.0), (812.0, 232.0), (795.0, 231.0)], [(576.7, 174.14), (586.0, 174.0), (591.0, 199.0), (575.0, 199.0)], [(642.0, 204.0), (648.0, 204.0), (657.08, 205.69), (659.0, 246.0), (664.0, 248.0), (660.64, 252.05), (646.38, 253.24), (633.3, 252.64), (630.0, 249.0), (636.0, 243.0), (638.0, 208.0)], [(522.0, 186.0), (531.72, 184.3), (537.57, 186.71), (537.92, 208.38), (529.66, 206.31), (520.72, 207.35)], [(642.0, 184.0), (651.5, 182.62), (656.87, 186.75), (657.69, 205.74), (649.02, 203.67), (639.0, 205.0)], [(517.99, 209.25), (528.09, 206.87), (537.6, 208.66), (541.76, 249.08), (523.93, 246.7), (513.83, 248.48)], [(541.0, 152.0), (537.0, 185.0), (519.99, 184.89), (526.0, 166.0), (533.61, 153.52)], [(641.0, 183.0), (644.47, 172.16), (642.0, 166.0), (636.0, 163.0), (639.0, 157.0), (650.0, 162.0), (652.83, 167.38), (654.0, 178.0), (653.55, 182.91)]]"
1301,126_a4aba1885e3366219dc37c075e272a41193373ef989d9c68bc3dc707de9974b907e79a86e3b9621cae295b7c7d952c313ce59b539f353c1b498b5dd1fa98cd9b_5.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/126_a4aba1885e3366219dc37c075e272a41193373ef989d9c68bc3dc707de9974b907e79a86e3b9621cae295b7c7d952c313ce59b539f353c1b498b5dd1fa98cd9b_5.jpg,"[[(561.0, 170.0), (569.0, 170.0), (572.0, 188.0), (570.0, 190.0), (565.0, 190.0), (560.0, 190.0)], [(574.0, 183.0), (591.05, 182.84), (594.0, 215.0), (576.07, 216.36)], [(652.0, 244.0), (680.36, 244.53), (687.0, 316.0), (664.0, 319.0), (644.0, 317.0)]]"
1302,127_a4aba1885e3366219dc37c075e272a41193373ef989d9c68bc3dc707de9974b907e79a86e3b9621cae295b7c7d952c313ce59b539f353c1b498b5dd1fa98cd9b_65.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/127_a4aba1885e3366219dc37c075e272a41193373ef989d9c68bc3dc707de9974b907e79a86e3b9621cae295b7c7d952c313ce59b539f353c1b498b5dd1fa98cd9b_65.jpg,"[[(799.0, 176.0), (801.0, 198.0), (791.67, 198.48), (792.0, 177.0)], [(841.0, 188.0), (843.27, 210.19), (832.52, 210.67), (832.0, 189.0)], [(878.53, 197.85), (879.77, 223.44), (865.32, 223.86), (867.0, 197.0)], [(996.0, 237.0), (997.0, 282.89), (973.06, 282.47), (982.97, 236.24)], [(579.0, 168.0), (589.15, 168.05), (591.0, 187.0), (579.0, 187.0)], [(592.02, 178.2), (604.81, 177.38), (611.42, 210.81), (591.19, 211.23)], [(627.0, 200.0), (646.0, 201.0), (649.4, 244.66), (623.0, 245.0)], [(710.95, 337.38), (693.49, 337.38), (675.0, 334.0), (671.0, 323.0), (681.16, 315.81), (690.0, 253.0), (723.0, 255.0), (725.33, 318.89), (738.0, 328.0), (730.0, 338.0)]]"
1303,128_233e8fe05503430174b88a885428ac8ead96cf5b4ccd5f6a2dcc0c49ba5ca4b2259c20b12cbbff8edacd672bb801fff7c7560a73e74ab2e55602b4db70721b96_14.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/128_233e8fe05503430174b88a885428ac8ead96cf5b4ccd5f6a2dcc0c49ba5ca4b2259c20b12cbbff8edacd672bb801fff7c7560a73e74ab2e55602b4db70721b96_14.jpg,"[[(432.05, 197.27), (436.6, 195.84), (444.85, 196.7), (447.98, 224.29), (451.96, 225.71), (451.67, 228.84), (441.72, 230.26), (429.2, 229.69), (424.65, 227.41), (430.0, 224.0), (430.06, 197.84)], [(314.0, 238.0), (322.27, 234.81), (332.22, 234.81), (336.49, 237.94), (342.17, 277.19), (348.43, 278.89), (349.57, 282.59), (344.45, 286.29), (331.08, 289.13), (308.33, 288.85), (307.19, 284.01), (316.58, 279.18)], [(380.0, 201.0), (387.33, 198.88), (394.83, 199.48), (397.79, 227.72), (402.73, 227.72), (401.74, 230.88), (394.24, 232.66), (387.33, 232.86), (381.2, 232.86), (378.64, 231.67), (378.04, 229.5), (381.6, 227.33)], [(366.07, 232.85), (374.67, 229.57), (386.55, 231.21), (393.1, 264.79), (395.56, 276.67), (402.11, 278.31), (402.52, 282.81), (395.15, 286.09), (377.54, 288.54), (358.29, 288.54), (355.01, 284.04), (365.0, 277.0), (362.39, 236.12)], [(480.32, 160.73), (480.79, 174.48), (485.53, 173.06), (487.0, 160.0), (488.0, 152.0), (486.0, 150.0), (483.0, 155.0)], [(473.0, 164.0), (471.96, 157.02), (468.0, 157.0), (468.0, 164.0)], [(435.66, 173.52), (444.48, 174.09), (444.0, 190.0), (435.0, 190.0)], [(465.0, 176.0), (475.0, 175.0), (476.0, 193.0), (465.0, 194.0)]]"
1304,129_233e8fe05503430174b88a885428ac8ead96cf5b4ccd5f6a2dcc0c49ba5ca4b2259c20b12cbbff8edacd672bb801fff7c7560a73e74ab2e55602b4db70721b96_23.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/129_233e8fe05503430174b88a885428ac8ead96cf5b4ccd5f6a2dcc0c49ba5ca4b2259c20b12cbbff8edacd672bb801fff7c7560a73e74ab2e55602b4db70721b96_23.jpg,"[[(462.76, 161.4), (462.27, 167.65), (466.0, 169.0), (471.0, 159.0), (470.0, 155.31), (466.38, 156.46)], [(487.0, 155.0), (488.0, 161.0), (481.0, 165.0), (478.0, 170.0), (473.0, 164.0), (476.0, 161.0), (480.6, 156.53)], [(324.01, 369.45), (341.0, 366.9), (355.0, 362.0), (357.98, 349.91), (351.0, 347.0), (343.54, 343.97), (332.0, 279.0), (323.0, 278.0), (306.0, 279.0), (295.99, 285.37), (299.38, 352.46), (287.0, 358.0), (291.0, 368.0), (306.18, 370.29)], [(267.74, 242.84), (275.52, 240.79), (285.35, 240.38), (289.45, 242.43), (293.13, 283.38), (295.59, 285.84), (296.82, 292.8), (289.04, 294.44), (273.06, 295.26), (262.42, 294.85), (260.78, 291.17), (268.56, 287.48)], [(452.58, 184.98), (461.68, 184.98), (462.82, 202.61), (465.1, 202.9), (465.38, 205.46), (461.11, 206.88), (456.85, 207.16), (448.0, 207.0), (448.0, 204.0), (450.59, 201.19), (450.0, 186.0)], [(470.02, 169.08), (476.98, 168.67), (477.39, 183.0), (467.97, 183.41)], [(449.13, 166.21), (454.04, 165.39), (455.27, 177.68), (447.0, 178.0)]]"
1306,130_233e8fe05503430174b88a885428ac8ead96cf5b4ccd5f6a2dcc0c49ba5ca4b2259c20b12cbbff8edacd672bb801fff7c7560a73e74ab2e55602b4db70721b96_40.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/130_233e8fe05503430174b88a885428ac8ead96cf5b4ccd5f6a2dcc0c49ba5ca4b2259c20b12cbbff8edacd672bb801fff7c7560a73e74ab2e55602b4db70721b96_40.jpg,"[[(901.33, 299.76), (914.58, 293.64), (932.92, 300.78), (930.88, 385.36), (904.0, 387.0), (881.0, 377.0), (890.0, 365.0)], [(681.0, 165.0), (680.0, 172.0), (684.96, 178.33), (688.85, 181.78), (693.17, 181.93), (694.18, 171.56), (688.0, 168.0), (685.0, 165.0)], [(655.0, 165.0), (654.0, 174.0), (658.6, 175.45), (664.0, 180.0), (665.0, 185.0), (671.0, 184.0), (671.0, 170.0), (667.0, 169.0), (661.0, 167.0)], [(733.52, 198.28), (744.0, 199.0), (744.99, 222.44), (749.0, 226.0), (733.93, 225.72), (726.56, 223.67), (731.47, 220.4)], [(699.12, 214.66), (706.49, 211.79), (716.32, 214.66), (715.09, 246.2), (718.78, 251.52), (722.0, 254.0), (718.37, 256.44), (708.54, 255.62), (700.35, 255.62), (690.11, 255.21), (688.0, 249.0), (695.0, 246.0)], [(675.0, 178.0), (683.1, 178.01), (684.8, 194.79), (672.29, 195.08)], [(695.0, 174.0), (700.31, 175.41), (701.0, 189.0), (693.67, 189.39)]]"
1307,131_233e8fe05503430174b88a885428ac8ead96cf5b4ccd5f6a2dcc0c49ba5ca4b2259c20b12cbbff8edacd672bb801fff7c7560a73e74ab2e55602b4db70721b96_57.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/131_233e8fe05503430174b88a885428ac8ead96cf5b4ccd5f6a2dcc0c49ba5ca4b2259c20b12cbbff8edacd672bb801fff7c7560a73e74ab2e55602b4db70721b96_57.jpg,"[[(691.0, 222.0), (703.17, 220.46), (713.0, 222.43), (714.0, 267.0), (723.32, 269.61), (721.85, 273.05), (716.44, 276.0), (707.6, 276.0), (693.84, 276.0), (684.99, 275.5), (680.57, 271.57), (683.0, 267.0), (689.0, 264.0)], [(535.0, 179.0), (546.74, 178.62), (546.74, 201.15), (533.43, 202.17)], [(603.0, 183.0), (591.69, 182.85), (590.27, 203.7), (603.3, 204.18)], [(617.0, 186.0), (605.0, 186.0), (603.59, 207.85), (601.0, 210.0), (606.43, 210.93), (613.3, 210.93), (617.0, 210.0)], [(742.26, 409.62), (712.54, 403.67), (701.0, 398.0), (698.0, 384.0), (704.0, 373.0), (718.0, 366.0), (724.43, 303.46), (729.53, 297.51), (742.26, 294.97), (752.46, 297.51), (765.19, 304.31), (766.89, 311.95), (766.89, 379.89), (775.39, 379.89), (778.78, 390.93), (776.0, 402.0), (761.8, 407.92)], [(619.0, 193.0), (623.97, 191.74), (631.0, 192.0), (633.69, 196.71), (633.69, 219.23), (637.72, 219.47), (637.48, 221.6), (635.58, 223.26), (614.49, 222.78), (613.78, 219.94), (618.0, 219.0)], [(578.0, 207.0), (590.67, 206.27), (597.22, 208.72), (599.68, 242.31), (605.41, 242.72), (604.6, 245.58), (602.14, 247.63), (590.67, 248.45), (575.11, 249.27), (571.0, 247.0), (570.0, 244.0), (577.0, 240.0)], [(550.0, 188.0), (557.61, 186.76), (562.58, 188.18), (565.0, 213.0), (558.32, 214.01), (546.7, 213.07), (550.0, 209.0)], [(590.0, 197.0), (582.0, 195.0), (570.36, 186.89), (574.91, 176.36), (587.99, 176.65), (597.66, 179.21), (598.8, 181.48), (591.97, 182.62)], [(535.89, 176.2), (528.72, 175.17), (525.0, 177.0), (525.0, 196.0), (532.47, 195.31)]]"
1308,132_233e8fe05503430174b88a885428ac8ead96cf5b4ccd5f6a2dcc0c49ba5ca4b2259c20b12cbbff8edacd672bb801fff7c7560a73e74ab2e55602b4db70721b96_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/132_233e8fe05503430174b88a885428ac8ead96cf5b4ccd5f6a2dcc0c49ba5ca4b2259c20b12cbbff8edacd672bb801fff7c7560a73e74ab2e55602b4db70721b96_77.jpg,"[[(717.36, 297.41), (739.37, 293.74), (756.49, 302.3), (756.49, 378.13), (766.28, 381.79), (772.39, 395.25), (763.83, 403.81), (730.81, 406.25), (694.0, 401.0), (689.23, 387.91), (689.23, 378.13), (704.0, 375.0)], [(853.0, 278.0), (864.81, 273.65), (878.4, 277.05), (882.65, 287.24), (878.4, 345.84), (886.04, 348.38), (886.04, 356.03), (866.51, 351.78), (849.52, 352.63), (833.39, 356.03), (828.29, 352.63), (829.14, 344.14), (839.33, 338.19)], [(758.35, 303.88), (768.0, 310.0), (783.0, 312.0), (800.81, 310.96), (805.53, 306.24), (805.53, 302.11), (800.81, 299.75), (797.86, 247.27), (791.37, 243.73), (786.65, 242.55), (777.81, 242.55), (773.0, 248.0), (766.6, 299.75), (761.0, 300.0)], [(612.4, 230.98), (617.18, 227.56), (624.01, 225.86), (630.83, 228.25), (636.98, 232.34), (639.37, 277.73), (644.49, 276.71), (647.9, 280.8), (647.22, 284.56), (642.78, 286.26), (631.18, 287.63), (616.5, 287.63), (606.26, 286.26), (599.78, 284.22), (602.51, 277.73), (609.0, 276.0)], [(708.0, 217.0), (712.86, 214.74), (717.99, 214.15), (723.33, 214.55), (727.0, 216.0), (729.0, 253.0), (733.79, 254.44), (735.97, 257.01), (734.39, 259.38), (728.46, 260.37), (721.15, 260.96), (710.29, 260.76), (700.81, 258.99), (698.24, 257.01), (699.63, 253.65), (703.58, 252.27), (707.13, 252.07)], [(681.0, 203.0), (686.89, 202.66), (692.58, 201.95), (697.56, 203.14), (698.98, 210.96), (700.17, 231.58), (700.88, 234.66), (704.43, 236.08), (704.43, 239.4), (697.56, 241.06), (685.47, 241.53), (675.99, 240.58), (674.33, 238.92), (676.7, 235.37), (680.02, 235.37)], [(655.0, 197.0), (658.0, 195.0), (664.0, 195.0), (669.47, 196.14), (671.13, 221.03), (674.21, 222.21), (676.82, 223.87), (674.93, 226.48), (669.95, 226.48), (660.23, 226.95), (652.17, 226.48), (647.91, 225.53), (648.62, 222.21), (653.83, 221.5)], [(580.36, 214.16), (583.68, 211.55), (588.18, 210.84), (594.11, 211.31), (599.56, 212.73), (601.69, 215.58), (602.87, 249.23), (606.19, 249.47), (609.04, 251.6), (607.85, 254.45), (600.27, 256.34), (586.28, 256.34), (574.67, 255.63), (573.0, 253.0), (575.86, 251.13), (578.7, 247.81)], [(584.0, 197.0), (579.65, 195.43), (573.96, 194.48), (569.46, 196.38), (567.56, 198.04), (568.51, 225.3), (564.01, 225.3), (564.24, 228.38), (568.27, 229.09), (577.75, 228.14), (580.12, 214.63), (583.2, 203.96)]]"
