,name,path,machine
1482,292_2b5c4a12a94a0baf6dd1ea1ce21bbefcc5a1c49a1d96aca3beb0d77c7e7bbe7ca63793082781a4dbddfc43d6db555116c82ee479191302f2f2f1f7b4552fefb2_25.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/292_2b5c4a12a94a0baf6dd1ea1ce21bbefcc5a1c49a1d96aca3beb0d77c7e7bbe7ca63793082781a4dbddfc43d6db555116c82ee479191302f2f2f1f7b4552fefb2_25.jpg,"[[(409.29, 272.21), (443.55, 269.79), (445.48, 264.97), (459.95, 264.0), (457.54, 254.35), (459.47, 247.12), (458.5, 234.57), (456.57, 215.27), (456.57, 208.52), (442.58, 208.52), (445.96, 234.57), (442.58, 227.82), (436.79, 222.03), (434.86, 209.96), (432.45, 201.76), (430.52, 198.87), (406.39, 199.83), (404.46, 208.03), (389.51, 209.48), (376.0, 209.96), (375.51, 240.84), (379.37, 245.19), (379.37, 236.02), (383.23, 241.33), (387.58, 241.33), (389.51, 245.19), (390.47, 249.53), (392.4, 248.56), (392.88, 253.39), (392.88, 258.7), (392.88, 263.04), (396.26, 267.38), (400.6, 265.93), (400.6, 260.63)]]"
1491,2_27030bdafa8439c188eb0793d1a8f4c77e057474f7e1385a8e20b304736b50b71476b787f744a37e809e4af0f4c4e67520de5c08656c918c71d914a3c488f4be_68.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/2_27030bdafa8439c188eb0793d1a8f4c77e057474f7e1385a8e20b304736b50b71476b787f744a37e809e4af0f4c4e67520de5c08656c918c71d914a3c488f4be_68.jpg,"[[(513.8, 170.21), (513.8, 136.63), (517.27, 136.05), (520.75, 105.94), (545.65, 104.79), (543.33, 32.41), (579.23, 24.88), (640.02, 38.78), (650.45, 75.26), (677.08, 37.62), (739.61, 42.83), (742.51, 52.68), (751.19, 55.57), (751.19, 184.69), (751.77, 219.43), (743.09, 227.54), (717.03, 258.22), (704.87, 270.96), (696.77, 269.23), (700.82, 276.17), (693.87, 286.02), (681.71, 285.44), (682.87, 271.54), (689.82, 246.64), (701.98, 226.38), (715.3, 196.27), (737.88, 159.79), (748.3, 138.95), (750.62, 88.0), (733.82, 86.26), (701.98, 82.78), (689.82, 82.78), (679.98, 96.68), (674.19, 105.94), (662.03, 126.79), (645.24, 156.32), (637.71, 167.9), (628.44, 182.95), (622.07, 195.11), (602.97, 192.8), (579.81, 184.11), (576.33, 178.9), (583.28, 160.95), (539.28, 154.0), (538.7, 176.0)]]"
1512,325_55be6319be5c88170b2bc6b70f5cceae12c7cffffa8be266a78b46e185835e46147ca979c4c7460082ce0253ffbd311ff26716b6275a5a138991866acf9d4463_10.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/325_55be6319be5c88170b2bc6b70f5cceae12c7cffffa8be266a78b46e185835e46147ca979c4c7460082ce0253ffbd311ff26716b6275a5a138991866acf9d4463_10.jpg,"[[(487.17, 185.64), (488.14, 175.3), (486.04, 175.3), (484.43, 171.91), (484.1, 167.06), (485.72, 164.64), (490.73, 162.21), (493.96, 162.21), (496.22, 161.73), (496.54, 164.31), (499.45, 164.31), (500.91, 166.74), (502.69, 171.75), (504.14, 176.92), (504.62, 178.21), (508.83, 178.69), (512.38, 178.69), (513.51, 180.15), (519.33, 179.66), (519.98, 183.06), (524.34, 183.7), (524.34, 191.46), (520.14, 191.95), (521.27, 195.66), (523.85, 196.15), (526.6, 205.36), (518.04, 207.3), (515.0, 208.0), (511.0, 207.0), (505.0, 205.0), (495.0, 201.0), (488.0, 199.0), (484.91, 195.66), (485.07, 190.81), (489.43, 190.65), (488.3, 188.39)]]"
1519,331_d2d0ac9ce3a4444a873e4605291034b3ce9909c35b7bab3e810c4f73e9c7f4d63696f96b180ec4d4871fb4df769dd81876d743ccdb87c9cb4bc42e0ffe71697c_55.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/331_d2d0ac9ce3a4444a873e4605291034b3ce9909c35b7bab3e810c4f73e9c7f4d63696f96b180ec4d4871fb4df769dd81876d743ccdb87c9cb4bc42e0ffe71697c_55.jpg,"[[(448.31, 179.42), (450.63, 172.47), (450.05, 154.52), (450.05, 145.84), (462.79, 140.63), (475.53, 142.94), (502.74, 145.26), (525.9, 147.58), (530.53, 146.42), (528.8, 142.36), (539.8, 141.21), (569.91, 144.1), (602.91, 149.89), (606.38, 155.1), (611.02, 166.68), (621.44, 171.89), (624.33, 160.31), (631.86, 159.73), (631.86, 180.58), (632.44, 194.48), (632.44, 204.9), (635.33, 212.42), (638.0, 230.0), (625.0, 230.0), (602.0, 230.0), (520.0, 226.0), (484.21, 204.32), (451.21, 187.53)]]"
1543,353_003a281e93f364133ae07718fd150c081a8d815208e53f853f2d01f74f8dcbd7a48f69598b0b51f50bca47f627bce3e65d6d5afccb23a68f38541fe856e57478_2.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/353_003a281e93f364133ae07718fd150c081a8d815208e53f853f2d01f74f8dcbd7a48f69598b0b51f50bca47f627bce3e65d6d5afccb23a68f38541fe856e57478_2.jpg,"[[(317.53, 184.13), (319.27, 172.93), (320.76, 164.22), (322.75, 161.24), (327.48, 162.48), (338.43, 167.71), (344.15, 172.93), (347.39, 176.66), (348.63, 179.4), (350.62, 183.13), (351.37, 184.88), (365.3, 184.13), (369.78, 184.38), (370.03, 188.86), (373.76, 190.1), (374.26, 200.8), (376.75, 201.05), (377.99, 206.03), (362.82, 205.78), (363.31, 213.49), (355.6, 213.24), (355.6, 209.51), (344.0, 210.0), (343.0, 214.0), (335.94, 213.99), (335.19, 203.79), (325.99, 202.54), (321.76, 199.81), (321.76, 194.33), (326.73, 193.83), (327.48, 184.88), (330.72, 185.87), (332.96, 182.64), (339.67, 182.14), (338.68, 178.65), (333.0, 177.0), (327.73, 172.68), (324.49, 171.94), (324.0, 178.41), (322.5, 180.15), (321.26, 185.37), (319.52, 190.85), (315.0, 208.0), (312.0, 205.0)], [(619.58, 277.56), (630.0, 295.0), (644.0, 294.0), (684.0, 273.0), (681.54, 256.14), (672.28, 255.56), (672.85, 217.93), (656.64, 204.61), (641.59, 199.4), (641.59, 198.24), (642.75, 188.4), (637.53, 187.24), (636.96, 199.4), (628.27, 201.13), (627.11, 177.39), (625.95, 170.45), (581.37, 166.97), (575.0, 166.39), (576.74, 197.66), (561.1, 200.55), (543.16, 196.5), (528.1, 198.82), (527.52, 209.24), (476.98, 211.7), (477.15, 217.93), (469.62, 232.4), (462.09, 238.77), (471.94, 245.14), (481.2, 247.45), (493.94, 248.03), (500.89, 253.24), (509.57, 253.24), (512.47, 267.72), (518.84, 279.3), (535.63, 280.46), (548.37, 271.77), (563.42, 272.93), (573.84, 271.19), (575.58, 284.51), (581.95, 294.35), (595.27, 298.41), (608.58, 296.09), (617.27, 287.99)]]"
1544,354_003a281e93f364133ae07718fd150c081a8d815208e53f853f2d01f74f8dcbd7a48f69598b0b51f50bca47f627bce3e65d6d5afccb23a68f38541fe856e57478_31.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/354_003a281e93f364133ae07718fd150c081a8d815208e53f853f2d01f74f8dcbd7a48f69598b0b51f50bca47f627bce3e65d6d5afccb23a68f38541fe856e57478_31.jpg,"[[(449.03, 189.45), (454.59, 147.76), (452.0, 128.0), (457.37, 94.26), (469.0, 86.0), (482.38, 94.95), (499.06, 95.65), (515.04, 105.38), (519.9, 105.38), (526.85, 104.68), (531.71, 105.38), (540.05, 110.94), (546.31, 119.97), (562.29, 133.17), (567.84, 149.15), (572.71, 156.79), (578.96, 162.35), (581.05, 155.4), (587.3, 156.79), (587.3, 167.91), (590.77, 176.94), (590.08, 197.79), (618.57, 199.18), (619.26, 183.2), (627.6, 182.5), (626.21, 199.87), (663.73, 208.21), (701.25, 218.63), (700.55, 276.3), (696.39, 286.72), (684.57, 287.42), (681.1, 291.59), (695.0, 293.67), (691.52, 317.99), (683.88, 316.6), (683.0, 341.0), (670.68, 343.7), (654.0, 344.39), (628.99, 351.34), (603.97, 357.59), (572.71, 353.43), (547.0, 361.76), (537.97, 358.98), (536.58, 333.28), (534.49, 324.94), (525.46, 315.21), (512.95, 316.6), (495.58, 318.68), (487.94, 312.43), (487.94, 300.62), (487.94, 295.76), (480.3, 292.98), (483.77, 280.47), (480.3, 274.91), (479.6, 263.1), (481.69, 256.15), (490.72, 261.02), (496.28, 268.66), (505.31, 273.52), (510.87, 272.83), (510.87, 263.1), (499.06, 258.93), (499.75, 250.59), (494.89, 249.9), (501.84, 185.98), (496.28, 186.67), (492.8, 183.89), (493.5, 178.33), (499.06, 177.64), (501.84, 176.94), (509.48, 167.22), (529.63, 160.96), (529.63, 152.62), (521.99, 143.59), (480.3, 130.39), (481.0, 146.0), (473.0, 147.0), (466.4, 168.61), (465.01, 195.7), (462.93, 207.51), (468.49, 210.29), (465.71, 220.02), (464.32, 226.27), (462.0, 236.0), (462.93, 241.56), (471.0, 252.0), (476.0, 281.0), (460.0, 281.0), (449.03, 270.74), (435.14, 262.4), (440.69, 249.2), (438.61, 232.53), (444.86, 203.35)]]"
1546,356_2e1210ada68aa8e2d097c3fe60850f4cd915bc8545b5ded2513863afed38f9fff07baf08f654f18b4614167b4794c7fd8bfb5b83b852db99abbf01040af9cfea_26.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/356_2e1210ada68aa8e2d097c3fe60850f4cd915bc8545b5ded2513863afed38f9fff07baf08f654f18b4614167b4794c7fd8bfb5b83b852db99abbf01040af9cfea_26.jpg,"[[(393.02, 200.32), (393.42, 192.91), (395.17, 190.36), (395.85, 182.55), (397.73, 179.85), (398.54, 177.03), (409.99, 177.29), (416.72, 178.24), (421.16, 177.97), (423.86, 179.72), (424.8, 175.95), (427.63, 175.01), (429.92, 174.87), (431.13, 172.85), (433.28, 170.29), (436.24, 170.56), (444.05, 172.45), (449.85, 177.29), (454.0, 176.0), (473.28, 186.99), (473.28, 188.61), (466.27, 189.41), (458.33, 190.09), (452.94, 188.88), (444.73, 185.1), (444.32, 187.93), (442.57, 190.49), (440.42, 191.84), (438.8, 192.91), (434.09, 193.18), (433.69, 195.2), (430.72, 195.47), (429.92, 194.67), (428.16, 195.07), (423.72, 195.61), (423.72, 199.24), (423.99, 200.86), (423.05, 203.69), (423.59, 205.57), (425.61, 207.46), (424.8, 208.94), (421.97, 208.94), (419.68, 206.78), (417.53, 206.38), (412.28, 204.5), (411.33, 205.3), (411.06, 206.38), (409.45, 208.54), (406.08, 208.27), (401.91, 206.65), (398.0, 205.57), (393.83, 205.44), (390.19, 204.09), (389.52, 201.53), (391.13, 200.59)]]"
1547,357_7e6dab0fd3b0b80fbd87d60c7ebb4c7e83a7a5a151a3a95d9ea3d9c27081a77bade76ad65db98d952ebee479fd4b3db38478b9cf9c8f75dff0185549ec456fb1_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/357_7e6dab0fd3b0b80fbd87d60c7ebb4c7e83a7a5a151a3a95d9ea3d9c27081a77bade76ad65db98d952ebee479fd4b3db38478b9cf9c8f75dff0185549ec456fb1_0.jpg,"[[(128.13, 328.32), (134.4, 328.81), (141.16, 318.67), (154.19, 315.78), (160.94, 319.64), (165.77, 317.71), (167.7, 297.93), (170.11, 290.69), (166.73, 278.62), (160.94, 282.0), (159.01, 275.73), (154.67, 272.83), (149.84, 274.76), (145.5, 270.42), (151.77, 242.92), (146.95, 238.58), (122.82, 237.13), (121.86, 232.3), (111.24, 231.34), (109.79, 238.58), (112.69, 253.05), (114.14, 267.04), (108.35, 273.8), (104.97, 276.69), (94.84, 281.52), (87.12, 275.73), (79.4, 275.73), (93.87, 288.28), (93.87, 294.55), (95.32, 306.61), (96.28, 325.43)], [(4.12, 216.86), (13.29, 216.86), (13.29, 208.18), (23.91, 207.21), (25.36, 214.93), (49.96, 215.42), (57.2, 249.67), (66.37, 254.98), (67.33, 251.12), (77.47, 254.5), (82.29, 262.22), (76.5, 262.22), (73.12, 271.87), (105.0, 275.0), (96.0, 281.0), (94.0, 291.0), (95.0, 296.0), (94.0, 299.0), (96.0, 301.0), (95.8, 309.51), (95.8, 320.6), (88.08, 327.84), (75.05, 323.02), (53.34, 323.5), (41.76, 326.39), (37.42, 337.49), (22.94, 345.69), (15.71, 337.97), (13.78, 333.63), (0.27, 332.67), (0.27, 241.95), (0.0, 216.38)]]"
1549,359_035302faa278883296e41775481b1672bc4aff8f41df7a95dfae045eee16de3430df90260fa6071cc32f20f8a6626bf0d06fcde69e21f690026471326ea35e57_19.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/359_035302faa278883296e41775481b1672bc4aff8f41df7a95dfae045eee16de3430df90260fa6071cc32f20f8a6626bf0d06fcde69e21f690026471326ea35e57_19.jpg,"[[(9.83, 280.23), (13.88, 276.75), (15.62, 268.07), (34.15, 268.65), (41.1, 268.65), (39.94, 249.54), (45.73, 230.43), (45.73, 218.27), (49.78, 210.75), (57.89, 211.32), (58.47, 221.17), (70.05, 221.17), (86.84, 221.17), (90.89, 226.96), (92.63, 254.75), (100.73, 257.07), (103.63, 253.01), (114.05, 257.65), (116.95, 264.01), (110.0, 265.17), (109.42, 271.54), (108.84, 276.17), (112.89, 276.17), (130.26, 276.17), (134.32, 279.07), (127.95, 290.07), (124.47, 300.49), (127.37, 315.55), (123.31, 328.86), (114.05, 328.28), (110.0, 321.34), (95.52, 321.92), (86.84, 323.65), (74.68, 325.39), (72.36, 333.5), (64.26, 340.44), (58.47, 341.6), (48.04, 338.13), (28.36, 336.39), (16.78, 333.5), (12.14, 327.71), (11.57, 311.49), (11.57, 293.54)], [(123.89, 273.86), (138.37, 276.17), (140.69, 243.17), (143.0, 239.7), (143.0, 235.64), (147.63, 231.59), (156.9, 235.06), (156.9, 239.12), (168.48, 243.17), (189.32, 243.17), (202.06, 243.75), (215.96, 242.01), (206.69, 250.12), (195.11, 258.8), (195.69, 274.44), (195.69, 278.49), (199.74, 291.81), (199.74, 301.65), (198.01, 311.49), (193.95, 320.18), (190.48, 316.7), (185.85, 313.23), (179.48, 314.97), (174.27, 316.7), (169.64, 327.13), (169.64, 327.13), (165.0, 327.71), (162.69, 324.23), (150.53, 324.23), (131.42, 322.49), (119.84, 321.92)]]"
1555,364_4fc7af94e575c50d366b40b8cb7d124afa262f1ae655e35b5aa592cf664ddd5d6758e81c381ace098888613fd02110256547c5b7fafebcaf1042ff5838a34778_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/364_4fc7af94e575c50d366b40b8cb7d124afa262f1ae655e35b5aa592cf664ddd5d6758e81c381ace098888613fd02110256547c5b7fafebcaf1042ff5838a34778_30.jpg,"[[(56.69, 265.28), (71.44, 252.55), (83.83, 249.86), (106.28, 246.51), (125.72, 246.18), (137.45, 245.51), (144.48, 244.5), (155.54, 247.18), (160.57, 244.5), (169.61, 241.49), (176.32, 241.15), (179.67, 243.5), (179.67, 241.49), (184.36, 241.49), (190.39, 243.5), (190.05, 239.81), (193.74, 239.48), (193.07, 254.89), (192.73, 260.92), (193.4, 270.64), (191.73, 293.09), (180.34, 296.78), (165.93, 298.79), (159.56, 295.43), (146.49, 295.77), (143.14, 274.66), (108.3, 270.97), (91.21, 272.98), (83.83, 276.0), (59.37, 279.69)]]"
1556,365_4fc7af94e575c50d366b40b8cb7d124afa262f1ae655e35b5aa592cf664ddd5d6758e81c381ace098888613fd02110256547c5b7fafebcaf1042ff5838a34778_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/365_4fc7af94e575c50d366b40b8cb7d124afa262f1ae655e35b5aa592cf664ddd5d6758e81c381ace098888613fd02110256547c5b7fafebcaf1042ff5838a34778_46.jpg,"[[(183.26, 263.89), (183.03, 256.68), (182.57, 252.02), (184.66, 251.79), (184.89, 247.6), (192.8, 247.6), (193.5, 243.88), (195.83, 239.23), (199.09, 237.37), (200.25, 242.02), (200.25, 248.07), (199.55, 251.79), (200.95, 254.58), (202.11, 256.91), (204.21, 257.61), (205.14, 259.7), (205.14, 262.5), (204.44, 263.43), (204.67, 265.29), (200.25, 265.99), (196.53, 263.43), (193.04, 263.43), (190.01, 264.12), (189.08, 266.45), (183.5, 266.45)]]"
1575,382_3838dcce74e850e10f49548455aae67c9a405d36eeb6d219675274559600ce45154aa82f12e51ef095d12614925e0cd2e7774d61774b568c187e92700c3912ea_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/382_3838dcce74e850e10f49548455aae67c9a405d36eeb6d219675274559600ce45154aa82f12e51ef095d12614925e0cd2e7774d61774b568c187e92700c3912ea_46.jpg,"[[(493.19, 177.81), (495.93, 188.15), (496.56, 199.12), (494.87, 206.92), (479.48, 206.5), (474.0, 205.0), (471.88, 209.87), (469.0, 213.0), (465.0, 211.0), (462.18, 206.5), (458.0, 208.0), (456.0, 205.0), (457.0, 200.0), (457.96, 191.52), (460.07, 189.41), (461.97, 181.61), (462.81, 176.34), (475.0, 177.0), (489.39, 176.76)]]"
1576,383_3838dcce74e850e10f49548455aae67c9a405d36eeb6d219675274559600ce45154aa82f12e51ef095d12614925e0cd2e7774d61774b568c187e92700c3912ea_69.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/383_3838dcce74e850e10f49548455aae67c9a405d36eeb6d219675274559600ce45154aa82f12e51ef095d12614925e0cd2e7774d61774b568c187e92700c3912ea_69.jpg,"[[(457.0, 177.0), (464.01, 177.74), (477.93, 178.25), (494.0, 179.0), (515.14, 180.53), (516.91, 189.39), (517.42, 196.73), (519.95, 202.3), (521.47, 208.12), (529.82, 211.91), (529.31, 220.52), (531.84, 227.35), (532.1, 236.72), (529.82, 238.24), (526.28, 245.83), (520.45, 248.11), (515.14, 246.84), (511.09, 244.57), (511.09, 239.5), (509.82, 236.97), (483.0, 236.0), (479.7, 241.53), (476.41, 243.55), (471.35, 244.82), (466.54, 244.82), (460.72, 238.74), (458.95, 227.1), (458.95, 222.54), (453.63, 222.54), (452.62, 226.59), (451.86, 230.14), (450.85, 232.16), (443.76, 232.16), (440.72, 229.88), (440.22, 225.33), (441.99, 213.69), (443.51, 205.84), (451.0, 204.0), (453.13, 179.52)]]"
1579,386_30868dd24198478b66a06883afad22f80a8bc5e161ddbf6cf9ae24e01cf3d0d4fff41da7c8161b360b9014662f9804733ccce714ed5db6cf562367763759fcdb_43.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/386_30868dd24198478b66a06883afad22f80a8bc5e161ddbf6cf9ae24e01cf3d0d4fff41da7c8161b360b9014662f9804733ccce714ed5db6cf562367763759fcdb_43.jpg,"[[(304.0, 151.0), (305.0, 128.0), (310.0, 116.0), (328.0, 114.0), (337.0, 115.0), (357.0, 115.0), (369.0, 118.0), (375.0, 140.0), (387.0, 141.0), (389.0, 145.0), (389.0, 149.0), (391.0, 153.0), (390.94, 158.87), (386.74, 159.77), (356.24, 159.47), (356.24, 156.77), (356.14, 155.07), (360.04, 153.77), (356.54, 151.77), (354.04, 151.67), (353.44, 154.97), (351.0, 151.0), (351.0, 146.0), (351.0, 140.0), (358.0, 136.0), (358.0, 123.0), (350.0, 123.0), (335.0, 125.0), (316.0, 125.0), (315.0, 150.0)]]"
1580,387_30868dd24198478b66a06883afad22f80a8bc5e161ddbf6cf9ae24e01cf3d0d4fff41da7c8161b360b9014662f9804733ccce714ed5db6cf562367763759fcdb_57.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/387_30868dd24198478b66a06883afad22f80a8bc5e161ddbf6cf9ae24e01cf3d0d4fff41da7c8161b360b9014662f9804733ccce714ed5db6cf562367763759fcdb_57.jpg,"[[(444.0, 173.0), (441.05, 147.58), (419.0, 145.0), (415.54, 126.63), (411.28, 119.34), (406.42, 117.21), (399.74, 115.08), (396.1, 116.6), (364.2, 114.78), (359.35, 108.4), (344.46, 108.4), (334.44, 113.26), (329.28, 115.08), (325.33, 125.41), (323.81, 140.29), (322.9, 142.72), (319.25, 143.03), (316.52, 144.24), (315.61, 148.19), (312.87, 152.75), (312.87, 155.18), (320.0, 161.0), (340.0, 155.0), (341.0, 150.0), (338.69, 140.29), (338.69, 134.52), (340.51, 124.8), (351.14, 127.84), (359.35, 129.36), (371.49, 130.58), (383.0, 127.0), (392.0, 128.0), (396.7, 130.88), (397.01, 137.56), (403.0, 139.0), (403.08, 144.85), (395.79, 147.58), (392.76, 154.57), (386.07, 159.13), (386.07, 164.29), (386.07, 167.93), (390.33, 171.58), (405.51, 176.74), (422.52, 174.92)]]"
1581,388_30868dd24198478b66a06883afad22f80a8bc5e161ddbf6cf9ae24e01cf3d0d4fff41da7c8161b360b9014662f9804733ccce714ed5db6cf562367763759fcdb_74.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/388_30868dd24198478b66a06883afad22f80a8bc5e161ddbf6cf9ae24e01cf3d0d4fff41da7c8161b360b9014662f9804733ccce714ed5db6cf562367763759fcdb_74.jpg,"[[(395.25, 134.68), (401.93, 134.37), (407.09, 134.68), (412.25, 111.01), (416.51, 100.66), (423.19, 102.48), (421.67, 109.5), (423.49, 124.08), (425.92, 134.37), (426.83, 141.08), (429.0, 146.0), (435.0, 150.0), (435.0, 159.0), (427.0, 160.0), (422.58, 162.62), (410.13, 163.83), (406.48, 157.18), (399.8, 155.97), (394.64, 154.45), (391.3, 149.56), (392.21, 140.17)], [(579.34, 90.97), (620.01, 97.53), (637.07, 106.71), (647.13, 114.59), (651.94, 129.02), (653.25, 133.39), (655.0, 140.0), (660.0, 144.0), (667.25, 161.82), (694.8, 167.95), (716.67, 173.63), (732.86, 179.76), (741.6, 186.75), (743.79, 197.25), (744.66, 213.87), (742.48, 226.12), (727.17, 231.37), (735.48, 240.55), (735.92, 252.36), (735.92, 260.67), (721.48, 263.29), (650.63, 267.67), (634.45, 264.61), (573.22, 224.8), (571.9, 216.49), (575.84, 210.81), (594.65, 208.62), (585.46, 193.75), (584.15, 166.2), (581.09, 155.26), (578.46, 132.08), (574.53, 113.27), (575.84, 97.97)]]"
1586,392_db829429e1480d730d72e0bc82c19955d7939c05a411bda7e46724716dcdc46a569aa3b2222025494b39448bd5f5bd2d6885d1ced72d00366d0c4c0e9859dd13_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/392_db829429e1480d730d72e0bc82c19955d7939c05a411bda7e46724716dcdc46a569aa3b2222025494b39448bd5f5bd2d6885d1ced72d00366d0c4c0e9859dd13_77.jpg,"[[(453.78, 194.4), (459.11, 194.25), (464.58, 194.25), (471.06, 196.27), (474.66, 203.61), (476.1, 210.38), (480.42, 214.27), (481.72, 221.47), (482.44, 225.07), (475.53, 226.8), (461.7, 226.65), (453.0, 224.0), (449.0, 223.0), (445.29, 221.9), (444.42, 218.3), (444.14, 212.97), (444.0, 206.0), (441.0, 201.0), (444.0, 199.0), (445.0, 196.0)]]"
1594,39_922d9efef5a93c87e426dddecf2b5fd6748494cc89b827d3b384e73532e57888b7c6556181119182ba73d3f2c3651ec5f5dcfd511998d548bdb7a853b36a50fa_70.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/39_922d9efef5a93c87e426dddecf2b5fd6748494cc89b827d3b384e73532e57888b7c6556181119182ba73d3f2c3651ec5f5dcfd511998d548bdb7a853b36a50fa_70.jpg,"[[(296.38, 125.81), (299.08, 128.5), (300.74, 131.41), (300.12, 135.35), (298.46, 135.76), (293.48, 135.35), (291.41, 134.1), (282.49, 140.32), (256.78, 161.89), (255.33, 166.45), (265.07, 182.0), (268.18, 183.87), (271.29, 180.55), (271.5, 186.77), (270.05, 194.86), (272.54, 206.26), (276.0, 218.0), (276.0, 227.0), (275.85, 230.32), (256.78, 230.53), (254.5, 224.1), (252.84, 220.16), (252.63, 210.2), (257.61, 208.55), (257.0, 203.0), (258.44, 199.21), (257.61, 191.54), (259.89, 188.85), (248.69, 168.11), (249.11, 163.55), (257.81, 155.25), (273.37, 143.02), (285.39, 133.69), (288.3, 128.92), (293.07, 125.6)]]"
1601,406_27ac960f4f60b928878eb489ec3cf5cdc49c9788895b33f88ab41c49425f933fe6bb9c3db1ceb267c8a427de85e53bcf6512f20101cc4f46beff19ba31a3024d_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/406_27ac960f4f60b928878eb489ec3cf5cdc49c9788895b33f88ab41c49425f933fe6bb9c3db1ceb267c8a427de85e53bcf6512f20101cc4f46beff19ba31a3024d_16.jpg,"[[(240.14, 102.01), (234.93, 102.72), (233.38, 102.3), (232.53, 97.5), (232.82, 93.42), (234.22, 91.3), (237.04, 90.31), (239.16, 90.6), (240.99, 89.19), (242.26, 83.27), (243.95, 75.37), (245.78, 67.76), (251.14, 68.04), (257.48, 69.62), (257.89, 70.64), (262.56, 70.44), (266.62, 72.67), (268.64, 76.12), (269.66, 80.18), (269.66, 83.63), (267.87, 89.3), (267.45, 91.13), (270.0, 79.0), (272.0, 78.0), (274.0, 78.0), (275.62, 77.88), (282.95, 77.6), (286.9, 79.15), (286.9, 85.21), (285.77, 88.74), (285.07, 91.98), (273.37, 95.08), (269.14, 96.21), (265.76, 95.78), (262.0, 95.0), (259.55, 94.09), (258.99, 91.27), (261.67, 86.06), (263.22, 82.82), (262.65, 80.7), (260.12, 78.87), (255.33, 76.9), (250.53, 76.61), (249.55, 74.92), (247.43, 90.29), (244.19, 92.54), (240.67, 95.5)]]"
1602,407_27ac960f4f60b928878eb489ec3cf5cdc49c9788895b33f88ab41c49425f933fe6bb9c3db1ceb267c8a427de85e53bcf6512f20101cc4f46beff19ba31a3024d_21.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/407_27ac960f4f60b928878eb489ec3cf5cdc49c9788895b33f88ab41c49425f933fe6bb9c3db1ceb267c8a427de85e53bcf6512f20101cc4f46beff19ba31a3024d_21.jpg,"[[(87.03, 160.72), (79.56, 158.93), (79.56, 149.67), (86.73, 145.79), (84.64, 135.64), (85.83, 123.99), (93.3, 102.79), (103.15, 79.5), (111.21, 78.01), (113.0, 75.92), (134.5, 77.71), (150.63, 80.7), (158.69, 86.67), (162.57, 95.63), (171.53, 91.15), (181.98, 89.65), (185.27, 91.74), (185.27, 97.42), (192.13, 97.72), (196.91, 102.2), (200.79, 115.63), (200.79, 118.02), (150.0, 134.0), (131.0, 140.0), (129.0, 130.0), (147.0, 122.0), (152.0, 110.0), (147.05, 93.83), (132.12, 92.64), (113.0, 92.94), (110.02, 92.64), (99.87, 123.1), (92.7, 138.03), (92.1, 145.19), (98.67, 154.15)]]"
