,name,path,board
1077,1669_d01aac3b64ef26835c48f5fc9243f0e3faf659d645a4dd09d95f8f00e94804d573bc9e725370949e62e7ee2560aa9abc5dee26f5c28640a2faedffd890f1461c_38.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1669_d01aac3b64ef26835c48f5fc9243f0e3faf659d645a4dd09d95f8f00e94804d573bc9e725370949e62e7ee2560aa9abc5dee26f5c28640a2faedffd890f1461c_38.jpg,"[[(453.0, 210.0), (431.0, 211.0), (431.69, 180.96), (431.69, 170.26), (474.04, 169.56), (473.8, 178.4), (475.43, 180.5), (476.13, 206.79), (457.05, 209.12), (458.21, 222.15), (465.89, 222.15), (468.92, 221.68), (471.01, 222.85), (471.24, 227.27), (471.24, 231.22), (467.06, 228.9), (453.09, 229.83), (452.4, 233.78), (448.67, 234.25), (444.48, 230.99), (444.48, 225.17), (445.88, 220.98), (453.0, 218.0)]]"
1078,1670_d01aac3b64ef26835c48f5fc9243f0e3faf659d645a4dd09d95f8f00e94804d573bc9e725370949e62e7ee2560aa9abc5dee26f5c28640a2faedffd890f1461c_41.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1670_d01aac3b64ef26835c48f5fc9243f0e3faf659d645a4dd09d95f8f00e94804d573bc9e725370949e62e7ee2560aa9abc5dee26f5c28640a2faedffd890f1461c_41.jpg,"[[(535.74, 223.5), (533.66, 156.1), (526.02, 132.47), (607.31, 138.03), (618.43, 154.71), (627.46, 158.88), (631.63, 222.11), (588.55, 222.8), (587.16, 260.32), (603.14, 264.49), (614.95, 270.05), (626.07, 275.61), (626.07, 283.94), (603.84, 286.03), (577.43, 290.89), (559.37, 283.94), (546.86, 275.61), (548.25, 258.24), (579.52, 256.85), (579.52, 220.72)]]"
1079,1671_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1671_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_15.jpg,"[[(430.19, 253.11), (428.58, 284.07), (440.64, 284.47), (442.65, 304.17), (434.21, 304.98), (437.0, 319.0), (482.0, 317.0), (484.47, 306.99), (478.0, 306.0), (477.0, 282.0), (483.0, 282.0), (484.0, 255.0)]]"
1087,1679_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_5.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1679_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_5.jpg,"[[(555.0, 152.0), (527.17, 149.17), (526.68, 92.23), (533.92, 93.2), (534.4, 89.82), (576.86, 96.57), (577.35, 101.4), (594.72, 105.26), (595.2, 153.99), (561.91, 152.55), (563.84, 187.29), (564.8, 176.67), (577.83, 178.12), (584.1, 180.05), (591.82, 183.91), (594.72, 190.18), (599.54, 191.63), (601.95, 203.69), (600.51, 210.45), (595.2, 210.93), (594.23, 199.35), (560.94, 197.9), (540.68, 195.97), (540.68, 201.76), (537.3, 204.66), (531.99, 204.17), (530.06, 199.35), (529.58, 190.18), (523.31, 188.25), (518.0, 184.39), (518.0, 181.01), (529.58, 180.53), (538.26, 182.46), (547.91, 182.46), (557.08, 183.43)]]"
1088,1680_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_62.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1680_8e9fbd7739a95d059c0b2225f3213156a26fe74ecf904a1765aa69ef856e8797b3c0a02a2c00ca9bee3076bc5588b3f67223e058b755c5894e847daf17f6e32d_62.jpg,"[[(89.26, 159.2), (84.79, 158.65), (85.07, 146.92), (103.5, 139.94), (104.34, 152.78), (102.66, 153.06), (102.1, 155.57), (100.15, 156.41), (100.15, 158.09), (104.34, 159.48), (104.34, 162.28), (102.94, 163.39), (101.82, 171.21), (105.45, 174.28), (106.85, 176.24), (103.78, 176.8), (101.82, 179.87), (101.26, 183.5), (95.96, 183.78), (88.42, 182.38), (84.23, 181.82), (82.83, 177.63), (85.07, 175.4), (89.54, 175.12), (89.26, 168.98)]]"
1181,1888_bd90ffa51fef6d40da1f1688fbc4a0ac4454e251d30bf3fafe83e98b4c202444fcd54af405b2a0758114271d134f2a438737031a4d9f42e64bc0d9c88312afdc_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1888_bd90ffa51fef6d40da1f1688fbc4a0ac4454e251d30bf3fafe83e98b4c202444fcd54af405b2a0758114271d134f2a438737031a4d9f42e64bc0d9c88312afdc_0.jpg,"[[(462.21, 208.46), (462.0, 226.71), (462.62, 249.31), (459.93, 251.39), (458.68, 254.29), (459.31, 261.55), (462.21, 262.17), (463.45, 261.75), (463.45, 257.81), (479.21, 257.61), (482.0, 264.0), (484.0, 253.0), (481.7, 253.05), (479.42, 253.05), (478.8, 236.25), (479.21, 212.2), (479.01, 205.77), (463.87, 204.52)]]"
1195,1902_f094331d8a64f67212dcafec52579d373caa73ebfddf1193898d4aa05c206b6b3ada1bd4b704b43736404a7a7117e0d5dbd4eaa2bc74e56e6963575b0afccc8c_14.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1902_f094331d8a64f67212dcafec52579d373caa73ebfddf1193898d4aa05c206b6b3ada1bd4b704b43736404a7a7117e0d5dbd4eaa2bc74e56e6963575b0afccc8c_14.jpg,"[[(185.34, 241.12), (147.85, 245.9), (143.69, 189.91), (222.96, 172.84), (229.03, 234.97), (193.6, 240.44), (197.7, 275.26), (204.45, 288.91), (215.38, 286.18), (222.96, 284.81), (227.74, 287.54), (233.2, 295.06), (235.18, 305.3), (235.18, 314.17), (230.4, 320.32), (222.27, 321.0), (214.7, 312.81), (204.45, 314.86), (193.6, 316.9), (188.75, 317.59), (185.34, 322.37), (178.58, 324.41), (173.73, 323.73), (171.0, 321.68), (168.34, 314.17), (168.34, 308.03), (170.32, 304.61), (172.43, 303.25), (181.92, 299.83), (187.45, 299.83), (196.26, 301.2), (195.58, 293.01)]]"
1208,1919_9425996e4a5c2d40ebb34bef5e6ce49918b4f3df4c32913263a3f659892cd1f73e56f4ea7baaab88594b81d48a4064922a8f352b91745fcf662b027dda342ae0_19.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1919_9425996e4a5c2d40ebb34bef5e6ce49918b4f3df4c32913263a3f659892cd1f73e56f4ea7baaab88594b81d48a4064922a8f352b91745fcf662b027dda342ae0_19.jpg,"[[(498.02, 212.54), (483.14, 210.93), (486.36, 174.34), (502.85, 175.95), (503.25, 173.94), (535.01, 177.56), (535.42, 179.57), (552.3, 183.18), (549.49, 220.58), (534.61, 219.37), (534.61, 226.21), (538.63, 227.82), (539.03, 229.83), (535.01, 231.03), (533.41, 259.58), (540.64, 261.59), (543.86, 267.22), (544.26, 278.48), (540.64, 282.5), (532.6, 280.89), (531.4, 272.85), (502.44, 270.04), (502.04, 278.08), (499.23, 280.89), (495.61, 278.88), (489.98, 274.46), (488.37, 268.43), (489.98, 259.18), (493.2, 253.95), (496.0, 243.0)]]"
1228,1939_7e603b28d939238dad8ad95067b8d54fe3c53eff7fdd7d9ce5a20a9426284b6ef305f33b3b6bbb8cd851c51266e3f6ab8815416127238cbd82fc43300094a5f9_10.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1939_7e603b28d939238dad8ad95067b8d54fe3c53eff7fdd7d9ce5a20a9426284b6ef305f33b3b6bbb8cd851c51266e3f6ab8815416127238cbd82fc43300094a5f9_10.jpg,"[[(488.18, 211.57), (471.41, 212.0), (472.27, 162.98), (551.38, 164.7), (549.66, 215.87), (533.33, 215.87), (533.33, 218.88), (546.23, 219.31), (545.37, 265.32), (550.52, 268.33), (551.81, 278.22), (552.24, 285.53), (552.24, 295.42), (547.09, 295.85), (542.36, 290.69), (540.21, 279.94), (501.51, 280.37), (504.95, 295.42), (500.22, 296.28), (496.78, 279.94), (492.48, 279.51), (492.48, 289.4), (490.33, 292.41), (484.31, 292.84), (481.3, 285.1), (481.3, 282.95), (477.43, 282.95), (481.3, 277.79), (483.02, 273.49), (481.73, 270.05), (480.44, 268.76), (480.44, 265.32), (484.31, 261.02), (486.46, 259.73), (488.18, 231.35)]]"
1230,1941_7e603b28d939238dad8ad95067b8d54fe3c53eff7fdd7d9ce5a20a9426284b6ef305f33b3b6bbb8cd851c51266e3f6ab8815416127238cbd82fc43300094a5f9_2.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1941_7e603b28d939238dad8ad95067b8d54fe3c53eff7fdd7d9ce5a20a9426284b6ef305f33b3b6bbb8cd851c51266e3f6ab8815416127238cbd82fc43300094a5f9_2.jpg,"[[(371.0, 191.0), (370.67, 199.7), (386.02, 199.86), (386.5, 190.98)]]"
1246,1957_dc758e252b30294b2efb229876602cf76d9e4326b2e0375c939f8ca22cd856511f775e84c4c889eabfd3945ac5b1e96e05fbbd3e4102003d8358f20e8ac93daf_30.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1957_dc758e252b30294b2efb229876602cf76d9e4326b2e0375c939f8ca22cd856511f775e84c4c889eabfd3945ac5b1e96e05fbbd3e4102003d8358f20e8ac93daf_30.jpg,"[[(572.0, 214.0), (541.48, 204.55), (542.63, 150.7), (619.64, 170.39), (612.12, 221.92), (581.0, 216.0), (577.95, 229.45), (577.0, 242.0), (590.0, 243.0), (595.9, 244.5), (599.38, 247.98), (604.59, 252.61), (606.9, 256.66), (608.06, 264.19), (599.96, 269.4), (584.9, 269.4), (575.64, 268.24), (564.64, 265.93), (546.69, 258.98), (532.79, 252.61), (529.9, 250.29), (535.11, 245.66), (544.37, 244.5), (553.64, 243.92), (562.32, 244.5), (568.11, 244.5), (568.11, 238.71)]]"
1249,1960_dc758e252b30294b2efb229876602cf76d9e4326b2e0375c939f8ca22cd856511f775e84c4c889eabfd3945ac5b1e96e05fbbd3e4102003d8358f20e8ac93daf_48.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1960_dc758e252b30294b2efb229876602cf76d9e4326b2e0375c939f8ca22cd856511f775e84c4c889eabfd3945ac5b1e96e05fbbd3e4102003d8358f20e8ac93daf_48.jpg,"[[(399.0, 187.0), (395.15, 186.29), (391.0, 186.0), (392.36, 175.68), (392.36, 171.49), (422.52, 172.89), (422.52, 188.24), (417.49, 188.52), (417.21, 203.04), (419.17, 204.72), (419.17, 208.35), (418.05, 210.86), (417.21, 213.93), (413.86, 213.65), (414.14, 211.14), (413.86, 209.74), (400.18, 208.63), (399.9, 211.42), (398.78, 213.65), (397.39, 213.93), (396.27, 212.54), (396.27, 209.74), (395.71, 206.67), (395.43, 204.72), (397.67, 203.32), (398.5, 202.21), (398.22, 190.48)]]"
1296,10_74b89f5bbb8b7e68b06f5ee7182a8c35fcdb9d171ae72ad3fc18ea4fe7b31880cc443ee280dd2650e14e63c0fb13b42f8e5412958444875a430c2b4c38ae97ff_52.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/10_74b89f5bbb8b7e68b06f5ee7182a8c35fcdb9d171ae72ad3fc18ea4fe7b31880cc443ee280dd2650e14e63c0fb13b42f8e5412958444875a430c2b4c38ae97ff_52.jpg,"[[(400.0, 222.0), (412.0, 222.0), (411.04, 236.82), (408.11, 238.77), (405.19, 251.19), (406.17, 259.96), (407.87, 261.17), (417.13, 262.15), (418.83, 256.3), (444.65, 256.79), (446.6, 264.1), (450.01, 264.83), (451.22, 255.57), (445.87, 249.24), (438.8, 249.97), (439.0, 226.0), (454.63, 226.59), (457.07, 191.76), (400.56, 188.84)]]"
1309,133_9b3cfdc5dcd4e2dba068433f1300e0fead1b2a69a7c12e06cfbdf7ce52850b284c2365b4c195c8c18daff74af84b93ee1c19bf2be88eabaabf372f2bc102af54_41.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/133_9b3cfdc5dcd4e2dba068433f1300e0fead1b2a69a7c12e06cfbdf7ce52850b284c2365b4c195c8c18daff74af84b93ee1c19bf2be88eabaabf372f2bc102af54_41.jpg,"[[(212.63, 194.68), (252.97, 187.66), (256.47, 213.26), (253.67, 216.42), (257.0, 238.0), (260.0, 263.0), (256.0, 267.0), (252.0, 264.0), (231.92, 265.87), (231.22, 270.43), (224.0, 274.0), (224.0, 255.0), (222.45, 232.91), (224.0, 223.0), (213.69, 222.73)]]"
1315,139_b8916821fc919bdc9a3abbe83a7ef4e0224d507d7b6b65cfa3d7f8f9c23d760483849d966b8a91dde0e0700247cc7ec89bb9c11c7dda9fdd5d4d6a28ffaaad69_31.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/139_b8916821fc919bdc9a3abbe83a7ef4e0224d507d7b6b65cfa3d7f8f9c23d760483849d966b8a91dde0e0700247cc7ec89bb9c11c7dda9fdd5d4d6a28ffaaad69_31.jpg,"[[(370.0, 184.0), (389.19, 183.53), (388.7, 193.76), (384.56, 194.24), (387.73, 209.83), (387.0, 211.0), (373.11, 211.78), (373.11, 204.47), (374.0, 194.0), (369.46, 193.27)]]"
1316,140_b8916821fc919bdc9a3abbe83a7ef4e0224d507d7b6b65cfa3d7f8f9c23d760483849d966b8a91dde0e0700247cc7ec89bb9c11c7dda9fdd5d4d6a28ffaaad69_37.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/140_b8916821fc919bdc9a3abbe83a7ef4e0224d507d7b6b65cfa3d7f8f9c23d760483849d966b8a91dde0e0700247cc7ec89bb9c11c7dda9fdd5d4d6a28ffaaad69_37.jpg,"[[(480.0, 168.0), (548.61, 171.38), (550.29, 208.84), (537.0, 210.0), (538.09, 251.77), (550.0, 269.0), (545.66, 279.55), (494.74, 282.91), (486.74, 261.87), (490.11, 253.45), (491.0, 210.0), (479.17, 207.58)]]"
1325,149_ab141f946659588880f04f1367e368895decf4011e91bc14712655d8e4e48c7737e15a354e6eb2d377d66ad38d56f26cf11758f1129699fa5d0c3f77635c1844_36.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/149_ab141f946659588880f04f1367e368895decf4011e91bc14712655d8e4e48c7737e15a354e6eb2d377d66ad38d56f26cf11758f1129699fa5d0c3f77635c1844_36.jpg,"[[(219.8, 125.91), (238.99, 124.9), (238.99, 168.33), (236.46, 198.13), (210.71, 198.13), (212.0, 167.0), (220.0, 166.0)]]"
1333,157_59bbacc486fc8b5430d86a0bd363910cf3a4d473859043ebdd6427fdfe5c73fec8945a8dca6abc9e62b599d6b7b91557c2084cd3701f58543bce5edefbdab290_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/157_59bbacc486fc8b5430d86a0bd363910cf3a4d473859043ebdd6427fdfe5c73fec8945a8dca6abc9e62b599d6b7b91557c2084cd3701f58543bce5edefbdab290_30.jpg,"[[(403.0, 195.0), (421.75, 195.02), (421.32, 204.52), (402.97, 203.88)]]"
1334,158_59bbacc486fc8b5430d86a0bd363910cf3a4d473859043ebdd6427fdfe5c73fec8945a8dca6abc9e62b599d6b7b91557c2084cd3701f58543bce5edefbdab290_52.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/158_59bbacc486fc8b5430d86a0bd363910cf3a4d473859043ebdd6427fdfe5c73fec8945a8dca6abc9e62b599d6b7b91557c2084cd3701f58543bce5edefbdab290_52.jpg,"[[(631.0, 172.0), (631.0, 210.0), (597.0, 211.0), (595.0, 256.0), (598.0, 258.0), (611.0, 255.0), (623.0, 256.0), (629.0, 270.0), (622.81, 271.86), (623.0, 277.0), (620.0, 280.0), (613.0, 280.0), (610.79, 272.59), (580.53, 274.41), (576.16, 282.79), (568.14, 282.06), (566.0, 274.0), (564.0, 270.0), (563.4, 266.76), (563.4, 260.56), (567.41, 256.91), (577.62, 258.01), (585.0, 256.0), (587.0, 226.0), (589.0, 212.0), (560.0, 210.0), (562.0, 167.0)]]"
1349,172_8bee43feb66c82de3505e4e813f93a838806ab2229858977efa6dbd7be029058f4feab7adf2988725163c58c6b86fa461528b1cc9105f3fb9afad9e52a035d52_44.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/172_8bee43feb66c82de3505e4e813f93a838806ab2229858977efa6dbd7be029058f4feab7adf2988725163c58c6b86fa461528b1cc9105f3fb9afad9e52a035d52_44.jpg,"[[(610.83, 169.78), (636.63, 175.47), (637.51, 206.96), (611.0, 207.0)]]"
1351,174_8bee43feb66c82de3505e4e813f93a838806ab2229858977efa6dbd7be029058f4feab7adf2988725163c58c6b86fa461528b1cc9105f3fb9afad9e52a035d52_9.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/174_8bee43feb66c82de3505e4e813f93a838806ab2229858977efa6dbd7be029058f4feab7adf2988725163c58c6b86fa461528b1cc9105f3fb9afad9e52a035d52_9.jpg,"[[(534.25, 177.56), (534.89, 203.71), (538.05, 203.71), (537.42, 243.58), (549.65, 247.59), (576.65, 244.0), (575.38, 233.66), (569.9, 231.13), (569.27, 203.5), (562.09, 202.24), (560.0, 180.0)]]"
1355,178_7a0bab5a9460a818a19b83d1a4517d521c87b358cbf98f91b833da1d340df009eee52dba304890acf69734c0a9f65148e637af049dc94b1966b4035b78b98d66_69.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/178_7a0bab5a9460a818a19b83d1a4517d521c87b358cbf98f91b833da1d340df009eee52dba304890acf69734c0a9f65148e637af049dc94b1966b4035b78b98d66_69.jpg,"[[(342.0, 5.0), (366.0, 4.0), (388.0, 4.0), (388.0, 22.0), (378.0, 23.0), (379.31, 35.9), (382.89, 54.67), (382.89, 58.26), (382.89, 63.32), (379.73, 63.32), (379.52, 59.1), (353.36, 58.47), (352.94, 61.85), (351.68, 62.69), (349.36, 62.69), (348.3, 54.25), (349.99, 39.07), (351.68, 26.62), (351.47, 23.25), (341.13, 22.19)]]"
1381,200_04fd40d4b3a18fbe48fd26242402c093b31afc2a88dfc54c8008a804bbc4ec51814f11dc057df67bf88ddaee520a183bea11d77f906479e31208fd77c6523d95_65.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/200_04fd40d4b3a18fbe48fd26242402c093b31afc2a88dfc54c8008a804bbc4ec51814f11dc057df67bf88ddaee520a183bea11d77f906479e31208fd77c6523d95_65.jpg,"[[(490.62, 128.01), (531.39, 128.01), (576.07, 129.41), (577.18, 176.04), (545.91, 176.04), (543.0, 212.0), (542.0, 234.68), (552.05, 236.08), (560.43, 230.49), (569.09, 238.59), (566.01, 245.01), (567.69, 252.27), (562.94, 260.93), (555.68, 253.95), (555.68, 249.48), (546.19, 245.57), (528.88, 246.41), (524.41, 246.69), (524.41, 252.27), (526.08, 258.97), (525.81, 264.84), (521.06, 257.02), (518.27, 248.08), (515.19, 259.81), (505.42, 258.97), (501.79, 250.04), (503.19, 236.63), (510.73, 232.17), (518.82, 235.52), (522.45, 236.36), (522.18, 223.23), (521.34, 210.67), (524.97, 212.9), (525.53, 222.67), (525.53, 233.56), (529.99, 235.52), (534.18, 222.95), (533.9, 197.82), (534.74, 177.72), (516.03, 178.0), (491.18, 176.6)]]"
1427,242_4d161523a15705255cf03c07683a8f9b4d2af5c0c3060cfcd50d088e1550b6647f73e6787a7f799c129065741166c2223ed12518a0f958b2da0cc394647418ad_26.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/242_4d161523a15705255cf03c07683a8f9b4d2af5c0c3060cfcd50d088e1550b6647f73e6787a7f799c129065741166c2223ed12518a0f958b2da0cc394647418ad_26.jpg,"[[(577.0, 256.0), (608.61, 257.26), (607.64, 279.88), (603.92, 280.69), (604.41, 292.0), (604.41, 302.99), (608.29, 305.25), (608.93, 307.19), (611.19, 309.13), (608.93, 311.07), (608.61, 315.11), (603.44, 317.7), (600.85, 312.52), (593.26, 312.69), (590.83, 313.01), (588.89, 316.89), (582.11, 316.89), (583.4, 309.94), (578.55, 309.13), (580.01, 304.28), (579.85, 288.61), (581.0, 283.0), (576.61, 282.15)]]"
1429,244_4d161523a15705255cf03c07683a8f9b4d2af5c0c3060cfcd50d088e1550b6647f73e6787a7f799c129065741166c2223ed12518a0f958b2da0cc394647418ad_48.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/244_4d161523a15705255cf03c07683a8f9b4d2af5c0c3060cfcd50d088e1550b6647f73e6787a7f799c129065741166c2223ed12518a0f958b2da0cc394647418ad_48.jpg,"[[(380.91, 257.21), (399.06, 257.21), (399.62, 266.43), (398.22, 274.53), (398.5, 280.95), (393.76, 281.51), (392.08, 289.05), (377.0, 290.0), (375.0, 284.0), (375.0, 279.0), (375.0, 275.0), (377.28, 271.73), (380.91, 268.38)]]"
1448,261_952a8e5a85a952a390a753da0b813923a49827422a0a601987a2879a928bbe065477fa1560c8de66beacfc56ff4d66047cd42f998f67781485a61c9b87ff13a3_79.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/261_952a8e5a85a952a390a753da0b813923a49827422a0a601987a2879a928bbe065477fa1560c8de66beacfc56ff4d66047cd42f998f67781485a61c9b87ff13a3_79.jpg,"[[(184.0, 99.0), (209.0, 96.0), (236.26, 93.52), (236.0, 121.0), (226.61, 122.07), (226.0, 138.0), (227.0, 155.0), (230.63, 155.04), (231.03, 159.46), (233.45, 165.89), (233.45, 170.32), (228.62, 174.34), (223.8, 175.95), (222.99, 179.16), (216.96, 177.56), (215.75, 166.3), (206.51, 166.7), (192.83, 166.7), (192.43, 167.5), (184.39, 167.91), (182.38, 177.96), (179.16, 180.77), (180.37, 173.13), (183.99, 163.48), (184.39, 160.27), (190.82, 159.46), (193.0, 160.0), (193.24, 147.8), (193.24, 135.34), (194.0, 127.0), (184.0, 127.0)]]"
1463,275_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_32.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/275_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_32.jpg,"[[(298.0, 166.0), (323.0, 166.0), (321.66, 179.09), (297.09, 179.92)]]"
1464,276_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_37.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/276_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_37.jpg,"[[(285.0, 159.0), (324.0, 159.0), (322.97, 178.53), (284.44, 178.25)]]"
1466,278_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_42.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/278_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_42.jpg,"[[(234.52, 142.88), (311.59, 143.21), (310.0, 182.0), (309.0, 182.0), (233.51, 179.06)]]"
1467,279_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_46.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/279_dcaa9a4024fba59127738619e6bece263b9e8694c8363ac569cd9eebc870617fcf7408f42c6f9c37244b87922e3a9ebe78964f76fe367c8c6e7ab5e62ee9abe5_46.jpg,"[[(0.0, 69.0), (61.0, 39.0), (24.0, 169.0), (0.22, 176.58)]]"
1471,282_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_48.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/282_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_48.jpg,"[[(297.93, 166.65), (297.53, 178.05), (321.93, 178.55), (321.73, 166.85)]]"
1472,283_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_58.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/283_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_58.jpg,"[[(236.0, 141.0), (233.56, 178.32), (309.0, 181.0), (311.0, 144.0), (293.0, 142.0), (266.0, 140.0), (252.0, 142.0)]]"
1473,284_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_62.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/284_78f46ec742b8db08e8bc6910a8c197d8afc545b0ce119cedaaa4d01594562ae9fc4d514c31e9ead9560e58d122b3a8de5874851b26c79ba335b6afb68dfcf455_62.jpg,"[[(0.0, 64.0), (62.0, 40.0), (28.0, 171.0), (0.0, 175.9)]]"
1486,296_9bf6912d1b7911a1ac04be84366caf0cbfebb1ab5e6f6e289acc228cc3bac485d2f905160a2346d67a3f1f06a89e5bdd02d6c6755239a480c283b63caa33143e_27.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/296_9bf6912d1b7911a1ac04be84366caf0cbfebb1ab5e6f6e289acc228cc3bac485d2f905160a2346d67a3f1f06a89e5bdd02d6c6755239a480c283b63caa33143e_27.jpg,"[[(360.0, 176.0), (358.7, 200.55), (402.12, 201.36), (400.51, 176.43)]]"
1487,297_9bf6912d1b7911a1ac04be84366caf0cbfebb1ab5e6f6e289acc228cc3bac485d2f905160a2346d67a3f1f06a89e5bdd02d6c6755239a480c283b63caa33143e_33.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/297_9bf6912d1b7911a1ac04be84366caf0cbfebb1ab5e6f6e289acc228cc3bac485d2f905160a2346d67a3f1f06a89e5bdd02d6c6755239a480c283b63caa33143e_33.jpg,"[[(222.21, 145.9), (220.0, 203.0), (319.48, 202.64), (320.06, 147.05)]]"
1492,300_802e0c35ef4d2f1aa68cf6f117cf3622e11fcf399f64d41cb9abaa6c58bcb2759521b64b138f28da806d153724500f6bc08a53a624c55825118084e3b46ec37b_71.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/300_802e0c35ef4d2f1aa68cf6f117cf3622e11fcf399f64d41cb9abaa6c58bcb2759521b64b138f28da806d153724500f6bc08a53a624c55825118084e3b46ec37b_71.jpg,"[[(365.51, 176.04), (364.06, 200.1), (400.55, 200.92), (401.17, 176.87)]]"
